fid,cat,field_1,X,stream,reach,seq_order,channel_ty,latitude,longitude,unit_lengt,wetted_wid,max_depth_,pool_crest,LWD_small,LWD_med,LWD_large,root_debri,riparian_s,total_shad,fish_prese,undercut_L,undercut_R,sand,gravel,cobble,boulder,bedrock,dominantSi,dominant_1,understory,understo_1,understo_2,understo_3,understo_4,understo_5,overstoryV,overstor_1,overstor_2,overstor_3,overstor_4,overstor_5,overstor_6,overstor_7,riverDist
"294","294","297","297",Summer Camp Creek,SCC3-486,"5099",FTRF6,41.5095260503553,-118.982934128736,"34","1.45","0.14",NA,"1","1","0","2","55","55",Y,"11","3","30","35","23","2","0",SS,SS,"15","75","10","30","60","10","0","5","83","5","5","0","55","5",2792.31247185339
"295","295","298","298",Summer Camp Creek,SCC3-486,"5100",FNRN7,41.5094814533026,-118.982908802845,"3","1.2","0.16",NA,"0","0","0","1","78","78",N,"2","0","60","38","2","0","0",SS,SS,"20","80","0","30","65","5","0","0","65","5","2","10","75","50",2797.1520557243
"296","296","299","299",Summer Camp Creek,SCC3-486,"5101",FTRF8,41.5092102384452,-118.982445200099,"47","0.69","0.18",NA,"1","4","0","5","78","78",N,"24","0","45","40","10","5","0",SS,SS,"15","50","5","20","70","10","0","0","90","5","10","5","30","5",2848.1936313295
"297","297","301","301",Summer Camp Creek,SCC3-486,"5103",FTRP9,41.5088888495675,-118.98227962399,"21.5","1.45","0.16",NA,"3","2","0","4","88","88",N,"2.5","4","35","45","14","6","0",SS,SS,"15","80","5","35","60","5","0","0","60","15","10","0","30","0",2881.88776014753
"298","298","302","302",Summer Camp Creek,SCC3-486,"5104",SSPL4,41.5087389120974,-118.982095316827,"2.6","3.7","0.44","0.47","0","0","0","0","76","76",N,"0","2","85","10","5","0","0",SS,SS,"15","80","5","10","90","0","2","1","70","5","15","0","60","10",2905.08038287315
"299","299","303","303",Summer Camp Creek,SCC3-486,"5105",WF1,41.508694108367,-118.98208196764,NA,"1.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2909.09815119111
"300","300","304","304",Summer Camp Creek,SCC3-486,"5106",FTRF10,41.5087384991552,-118.982119268459,"50.5","1.15","0.17",NA,"0","0","0","0","80","80",N,"10","5.5","30","35","38","1","1",SS,SS,"20","77","3","20","74","6","5","10","45","10","25","15","35","10",2903.43689710453
"301","301","305","305",Summer Camp Creek,SCC3-486,"5107",FTRP11,41.5082567245598,-118.981852945669,"49","2","0.15",NA,"1","2","0","0","80","80",N,"4.5","2.5","35","40","21","4","0",SS,SS,"15","75","10","30","60","10","5","5","60","5","5","10","50","10",2955.21055554835
"302","302","306","306",Summer Camp Creek,SCC3-486,"5108",SSMC5,41.5079288096162,-118.981543392419,"2.6","2.3","0.28","0.4","0","0","0","0","79","79",N,"2","0","60","32","5","3","0",SS,SS,"20","75","5","10","85","5","0","5","40","5","10","0","35","5",3000.60940892561
"303","303","307","307",Summer Camp Creek,SCC3-486,"5109",FTRP12,41.5078124022607,-118.981503895787,"24.5","0.9","0.14",NA,"0","0","0","0","74","74",N,"4","0.5","40","35","22","3","0",SS,SS,"20","75","5","15","80","5","0","15","85","15","50","0","20","5",3010.85736275654
"304","304","308","308",Summer Camp Creek,SCC3-486,"5110",FTRF13,41.507759834792,-118.981418418796,"16","0.9","0.13",NA,"0","0","0","1","93","93",N,"0.5","0.25","45","30","23","2","0",SS,SS,"25","69","6","35","60","5","0","30","80","5","80","5","0","0",3020.39614246665
"305","305","309","309",Summer Camp Creek,SCC3-486,"5110",FTRF13,41.507759834792,-118.981418418796,"16","0.9","0.13",NA,"0","0","0","1","93","93",N,"0.5","0.25","45","30","23","2","0",SS,SS,"25","69","6","35","60","5","0","30","80","5","80","5","0","0",3020.39614246665
"306","306","310","310",Summer Camp Creek,SCC2-15-5,"5031",SSPL1,41.5235166705097,-118.985362832661,"1.2","3.11","0.21","0.34","1","0","0","0","73","73",N,"0","0","77","15","7","1","0",SS,SS,"70","30","0","98","2","0","0","15","90","22","0","30","40","20",1058.3325632572
"307","307","311","311",Summer Camp Creek,SCC2-15-5,"5032",FTRP1,41.5235172911136,-118.985326897109,"5.3","1.42","0.17",NA,"3","0","0","1","72","72",N,"0","0.5","50","25","17","8","0",SS,SS,"72","28","0","98","2","0","0","18","85","28","0","5","32","25",1059.56308664758
"308","308","312","312",Summer Camp Creek,SCC2-15-5,"5033",SSPL2,41.5234448613874,-118.985348651989,"1.5","1.28","0.19","0.32","0","0","0","1","82","82",N,"0","0","58","13","15","14","0",SS,SS,"76","24","0","98","2","0","0","15","85","18","0","2","17","26",1066.18245809295
"309","309","313","313",Summer Camp Creek,SCC2-15-5,"5034",FTRP2,41.5234164072848,-118.985431675671,"10","1.78","0.15",NA,"1","0","0","2","85","89",N,"6.4","7","60","19","18","3","0",SS,SS,"72","28","0","93","7","0","0","5","62","17","0","25","25","10",1066.1011070499
"310","310","314","314",Summer Camp Creek,SCC2-15-5,"5034",FTRP2,41.5234164072848,-118.985431675671,"10","1.78","0.15",NA,"1","0","0","2","85","89",N,"6.4","7","60","19","18","3","0",SS,SS,"72","28","0","93","7","0","0","5","62","17","0","25","25","10",1066.1011070499
"311","311","315","315",Summer Camp Creek,SCC2-15-5,"5034",FTRP2,41.5234164072848,-118.985431675671,"10","1.78","0.15",NA,"1","0","0","2","85","89",N,"6.4","7","60","19","18","3","0",SS,SS,"72","28","0","93","7","0","0","5","62","17","0","25","25","10",1066.1011070499
"312","312","316","316",Summer Camp Creek,SCC2-15-5,"5034",FTRP2,41.5234164072848,-118.985431675671,"10","1.78","0.15",NA,"1","0","0","2","85","89",N,"6.4","7","60","19","18","3","0",SS,SS,"72","28","0","93","7","0","0","5","62","17","0","25","25","10",1066.1011070499
"313","313","317","317",Summer Camp Creek,SCC2-15-5,"5034",FTRP2,41.5234164072848,-118.985431675671,"10","1.78","0.15",NA,"1","0","0","2","85","89",N,"6.4","7","60","19","18","3","0",SS,SS,"72","28","0","93","7","0","0","5","62","17","0","25","25","10",1066.1011070499
"314","314","318","318",Summer Camp Creek,SCC2-15-5,"5034",FTRP2,41.5234164072848,-118.985431675671,"10","1.78","0.15",NA,"1","0","0","2","85","89",N,"6.4","7","60","19","18","3","0",SS,SS,"72","28","0","93","7","0","0","5","62","17","0","25","25","10",1066.1011070499
"315","315","319","319",Summer Camp Creek,SCC2-15-5,"5034",FTRP2,41.5234164072848,-118.985431675671,"10","1.78","0.15",NA,"1","0","0","2","85","89",N,"6.4","7","60","19","18","3","0",SS,SS,"72","28","0","93","7","0","0","5","62","17","0","25","25","10",1066.1011070499
"316","316","320","320",Summer Camp Creek,SCC2-15-5,"5034",FTRP2,41.5234164072848,-118.985431675671,"10","1.78","0.15",NA,"1","0","0","2","85","89",N,"6.4","7","60","19","18","3","0",SS,SS,"72","28","0","93","7","0","0","5","62","17","0","25","25","10",1066.1011070499
"317","317","321","321",Summer Camp Creek,SCC2-15-5,"5034",FTRP2,41.5234164072848,-118.985431675671,"10","1.78","0.15",NA,"1","0","0","2","85","89",N,"6.4","7","60","19","18","3","0",SS,SS,"72","28","0","93","7","0","0","5","62","17","0","25","25","10",1066.1011070499
"318","318","322","322",Summer Camp Creek,SCC2-15-5,"5034",FTRP2,41.5234164072848,-118.985431675671,"10","1.78","0.15",NA,"1","0","0","2","85","89",N,"6.4","7","60","19","18","3","0",SS,SS,"72","28","0","93","7","0","0","5","62","17","0","25","25","10",1066.1011070499
"319","319","323","323",Summer Camp Creek,SCC2-15-5,"5035",SSMC3,41.5233902287845,-118.985382935859,"2","1.64","0.15","0.31","0","1","0","0","86","86",N,"0","2","66","30","4","0","0",SS,SS,"70","30","0","75","25","0","0","20","59","11","0","18","68","9",1070.53171413301
"320","320","324","324",Summer Camp Creek,SCC2-15-5,"5036",FTRF3,41.5233904356553,-118.985370957365,"5","1.4","0.09",NA,"0","1","0","0","79","84",N,"2","1.3","58","20","20","2","0",SP,SP,"68","32","0","70","30","0","0","37","59","10","0","25","50","9",1070.94182290322
"321","321","325","325",Summer Camp Creek,SCC2-15-5,"5037",SSLS4,41.5232472311365,-118.98531863917,"1.8","1.3","0.17","0.34","1","0","0","0","89","95",N,"1.8","0","80","17","1","2","0",SS,SP,"72","28","0","77","23","0","0","20","55","30","0","2","55","25",1087.46194142536
"322","322","326","326",Summer Camp Creek,SCC2-15-5,"5038",FTRF4,41.5232355397988,-118.985474083952,"2","1.34","0.1",NA,"0","0","0","1","83","84",N,"2","0","50","27","15","8","0",SS,SP,"75","25","0","80","20","0","0","40","28","28","0","5","65","25",1083.05970231939
"323","323","327","327",Summer Camp Creek,SCC2-15-5,"5039",SSPL5,41.523210395673,-118.985365451962,"2","2","0.27","0.32","0","0","0","1","87","87",N,"1","0","90","8","1","1","0",SS,SP,"80","20","0","75","25","0","0","40","30","22","0","30","30","25",1089.5411502136
"324","324","328","328",Summer Camp Creek,SCC2-15-5,"5040",FTRP5,41.5231934260025,-118.985305009138,"10","1.3","0.1",NA,"2","0","0","3","80","96",N,"1","3.8","55","28","10","7","0",SS,SP,"90","10","0","80","20","0","0","5","25","17","0","18","60","22",1093.45190154104
"325","325","329","329",Summer Camp Creek,SCC2-15-5,"5040",FTRP5,41.5231934260025,-118.985305009138,"10","1.3","0.1",NA,"2","0","0","3","80","96",N,"1","3.8","55","28","10","7","0",SS,SP,"90","10","0","80","20","0","0","5","25","17","0","18","60","22",1093.45190154104
"326","326","330","330",Summer Camp Creek,SCC2-15-5,"5041",SSPL6,41.5231023716806,-118.985362148745,"1","1.78","0.15","0.25","0","0","0","1","80","92",N,"0","0","70","26","1","3","0",SS,SP,"95","5","0","75","25","0","0","22","9","10","0","10","35","7",1100.70067713008
"327","327","331","331",Summer Camp Creek,SCC2-15-5,"5042",FTRP6,41.52311137368,-118.985362424012,"13","1.49","0.13",NA,"0","0","0","1","85","89",N,"0","6","50","30","10","10","0",SS,SP,"95","5","0","85","15","0","0","7","9","20","0","10","57","22",1099.77072822853
"328","328","332","332",Summer Camp Creek,SCC2-15-5,"5043",SSMC7,41.5230680185853,-118.985265220201,"2.5","2.11","0.26","0.39","0","0","0","0","94","94",N,"0","0.75","80","15","2","3","0",SS,SS,"98","2","0","92","8","0","0","18","3","20","0","0","17","28",1107.70192543803
"329","329","333","333",Summer Camp Creek,SCC2-15-5,"5044",FTCC7,41.5229246071474,-118.985224880934,"4.8","1.04","0.2",NA,"0","0","0","0","75","88",N,"1","2.5","50","15","10","25","0",SS,SS,"99","1","0","99","1","0","0","17","7","16","0","3","23","20",1123.81183961347
"330","330","334","334",Summer Camp Creek,SCC2-15-5,"5045",SSMC8,41.5231547286894,-118.98545962795,"1.45","2.32","0.24","0.41","0","0","0","0","76","84",N,"0.5","0.5","50","15","10","25","0",SS,SS,"98","2","0","98","2","0","0","22","5","26","0","12","20","10",1091.83960036966
"331","331","335","335",Summer Camp Creek,SCC2-15-5,"5046",SSPL9,41.5229859662824,-118.985322635022,"2.75","1.04","0.26","0.34","0","0","0","1","90","95",N,"0.25","1.4","85","4","10","1","0",SS,SS,"99","1","0","97","3","0","0","20","14","38","0","20","40","30",1114.02074639211
"332","332","336","336",Summer Camp Creek,SCC2-15-5,"5047",SSPL10,41.5229610288534,-118.985202025091,"2","1.74","0.28","0.36","0","0","0","0","95","99",N,"0","0.5","55","30","10","5","0",SS,SS,"99","0","0","97","3","0","0","12","28","40","0","22","32","45",1120.91231519605
"333","333","337","337",Summer Camp Creek,SCC2-15-5,"5048",SSPL11,41.5230600508586,-118.98520505278,"1.6","1.3","0.25","0.43","0","0","0","0","94","99",N,"0","0","65","15","10","10","0",SS,SS,"99","1","0","96","4","0","0","5","40","21","0","13","28","37",1110.68272812234
"334","334","338","338",Summer Camp Creek,SCC2-15-5,"5049",FTRF8,41.5229798602483,-118.985154661902,"3.9","0.75","0.17",NA,"0","0","0","0","80","87",N,"3.5","4","60","20","10","10","0",SS,SS,"99","1","0","93","7","0","0","20","59","26","0","20","40","32",1120.69305982431
"335","335","339","340",Mahogany Creek,MC7-817,"331",SSMC1,41.5126643597318,-118.955888777485,"1","1.06","0.1","0.3","0","0","0","0","96","96",Y,"0","0","70","25","5","0","0",SP,SP,"50","49","1","50","49","1","0","0","40","3","0","0","35","1",12824.359074808
"336","336","340","341",Mahogany Creek,MC7-817,"332",FTRF1,41.5126547462808,-118.955924436582,"8.5","1.11","0.1",NA,"2","0","0","1","78","78",N,"2.5","5","60","30","10","0","0",SP,SS,"63","36","1","53","46","1","0","2","27","1","0","0","15","3",12824.0215579753
"337","337","341","342",Mahogany Creek,MC7-817,"333",SSLS2,41.5126567838221,-118.955804669312,"1.3","1.41","0.13","0.33","1","0","0","1","84","84",N,"0.5","0","80","19","1","0","0",SP,SS,"66","33","1","60","39","1","1","0","35","1","0","0","5","8",12828.2329018672
"338","338","342","343",Mahogany Creek,MC7-817,"334",FTRF2,41.5125753567405,-118.955826183099,"8.5","1.67","0.1",NA,"0","0","0","0","88","88",N,"0","2","55","30","15","0","0",SP,SP,"62","37","1","64","35","1","2","0","37","2","0","0","11","2",12835.7232985569
"339","339","343","344",Mahogany Creek,MC7-817,"334",FTRF2,41.5125753567405,-118.955826183099,"8.5","1.67","0.1",NA,"0","0","0","0","88","88",N,"0","2","55","30","15","0","0",SP,SP,"62","37","1","64","35","1","2","0","37","2","0","0","11","2",12835.7232985569
"340","340","344","345",Mahogany Creek,MC7-817,"334",FTRF2,41.5125753567405,-118.955826183099,"8.5","1.67","0.1",NA,"0","0","0","0","88","88",N,"0","2","55","30","15","0","0",SP,SP,"62","37","1","64","35","1","2","0","37","2","0","0","11","2",12835.7232985569
"341","341","345","346",Mahogany Creek,MC7-817,"334",FTRF2,41.5125753567405,-118.955826183099,"8.5","1.67","0.1",NA,"0","0","0","0","88","88",N,"0","2","55","30","15","0","0",SP,SP,"62","37","1","64","35","1","2","0","37","2","0","0","11","2",12835.7232985569
"342","342","346","347",Mahogany Creek,MC7-817,"334",FTRF2,41.5125753567405,-118.955826183099,"8.5","1.67","0.1",NA,"0","0","0","0","88","88",N,"0","2","55","30","15","0","0",SP,SP,"62","37","1","64","35","1","2","0","37","2","0","0","11","2",12835.7232985569
"343","343","347","348",Mahogany Creek,MC7-817,"334",FTRF2,41.5125753567405,-118.955826183099,"8.5","1.67","0.1",NA,"0","0","0","0","88","88",N,"0","2","55","30","15","0","0",SP,SP,"62","37","1","64","35","1","2","0","37","2","0","0","11","2",12835.7232985569
"344","344","348","349",Mahogany Creek,MC7-817,"334",FTRF2,41.5125753567405,-118.955826183099,"8.5","1.67","0.1",NA,"0","0","0","0","88","88",N,"0","2","55","30","15","0","0",SP,SP,"62","37","1","64","35","1","2","0","37","2","0","0","11","2",12835.7232985569
"345","345","349","350",Mahogany Creek,MC7-817,"334",FTRF2,41.5125753567405,-118.955826183099,"8.5","1.67","0.1",NA,"0","0","0","0","88","88",N,"0","2","55","30","15","0","0",SP,SP,"62","37","1","64","35","1","2","0","37","2","0","0","11","2",12835.7232985569
"346","346","350","351",Mahogany Creek,MC7-817,"334",FTRF2,41.5125753567405,-118.955826183099,"8.5","1.67","0.1",NA,"0","0","0","0","88","88",N,"0","2","55","30","15","0","0",SP,SP,"62","37","1","64","35","1","2","0","37","2","0","0","11","2",12835.7232985569
"347","347","351","352",Mahogany Creek,MC7-817,"334",FTRF2,41.5125753567405,-118.955826183099,"8.5","1.67","0.1",NA,"0","0","0","0","88","88",N,"0","2","55","30","15","0","0",SP,SP,"62","37","1","64","35","1","2","0","37","2","0","0","11","2",12835.7232985569
"348","348","352","353",Mahogany Creek,MC7-817,"334",FTRF2,41.5125753567405,-118.955826183099,"8.5","1.67","0.1",NA,"0","0","0","0","88","88",N,"0","2","55","30","15","0","0",SP,SP,"62","37","1","64","35","1","2","0","37","2","0","0","11","2",12835.7232985569
"349","349","353","354",Mahogany Creek,MC7-817,"334",FTRF2,41.5125753567405,-118.955826183099,"8.5","1.67","0.1",NA,"0","0","0","0","88","88",N,"0","2","55","30","15","0","0",SP,SP,"62","37","1","64","35","1","2","0","37","2","0","0","11","2",12835.7232985569
"350","350","354","355",Mahogany Creek,MC7-817,"334",FTRF2,41.5125753567405,-118.955826183099,"8.5","1.67","0.1",NA,"0","0","0","0","88","88",N,"0","2","55","30","15","0","0",SP,SP,"62","37","1","64","35","1","2","0","37","2","0","0","11","2",12835.7232985569
"351","351","355","356",Mahogany Creek,MC7-817,"334",FTRF2,41.5125753567405,-118.955826183099,"8.5","1.67","0.1",NA,"0","0","0","0","88","88",N,"0","2","55","30","15","0","0",SP,SP,"62","37","1","64","35","1","2","0","37","2","0","0","11","2",12835.7232985569
"352","352","356","357",Mahogany Creek,MC7-817,"334",FTRF2,41.5125753567405,-118.955826183099,"8.5","1.67","0.1",NA,"0","0","0","0","88","88",N,"0","2","55","30","15","0","0",SP,SP,"62","37","1","64","35","1","2","0","37","2","0","0","11","2",12835.7232985569
"353","353","357","358",Mahogany Creek,MC7-817,"334",FTRF2,41.5125753567405,-118.955826183099,"8.5","1.67","0.1",NA,"0","0","0","0","88","88",N,"0","2","55","30","15","0","0",SP,SP,"62","37","1","64","35","1","2","0","37","2","0","0","11","2",12835.7232985569
"354","354","358","359",Mahogany Creek,MC7-817,"334",FTRF2,41.5125753567405,-118.955826183099,"8.5","1.67","0.1",NA,"0","0","0","0","88","88",N,"0","2","55","30","15","0","0",SP,SP,"62","37","1","64","35","1","2","0","37","2","0","0","11","2",12835.7232985569
"355","355","359","360",Mahogany Creek,MC7-817,"334",FTRF2,41.5125753567405,-118.955826183099,"8.5","1.67","0.1",NA,"0","0","0","0","88","88",N,"0","2","55","30","15","0","0",SP,SP,"62","37","1","64","35","1","2","0","37","2","0","0","11","2",12835.7232985569
"356","356","360","361",Mahogany Creek,MC7-817,"334",FTRF2,41.5125753567405,-118.955826183099,"8.5","1.67","0.1",NA,"0","0","0","0","88","88",N,"0","2","55","30","15","0","0",SP,SP,"62","37","1","64","35","1","2","0","37","2","0","0","11","2",12835.7232985569
"357","357","361","362",Mahogany Creek,MC7-817,"334",FTRF2,41.5125753567405,-118.955826183099,"8.5","1.67","0.1",NA,"0","0","0","0","88","88",N,"0","2","55","30","15","0","0",SP,SP,"62","37","1","64","35","1","2","0","37","2","0","0","11","2",12835.7232985569
"358","358","362","363",Mahogany Creek,MC7-817,"335",SSLS3,41.5125239923215,-118.955668859516,"1.3","1.35","0.14","0.35","0","0","0","0","94","94",N,"0","1.5","65","25","10","0","0",SP,SS,"63","36","1","62","37","1","0","0","35","5","0","0","15","0",12846.7531549085
"359","359","363","364",Mahogany Creek,MC7-817,"336",FTRF3,41.5125217511806,-118.955800603254,"1","1.32","0.1",NA,"0","0","0","1","78","78",N,"0","0.6","45","40","15","0","0",SP,SS,"62","37","1","63","36","1","1","0","60","2","0","0","13","0",12842.1206797937
"360","360","364","365",Mahogany Creek,MC7-817,"337",SDDD4,41.5125407742527,-118.955741261861,"0.8","1.17","0.12","0.3","0","1","0","1","82","82",N,"0","0.5","80","10","10","0","0",SS,SS,"60","39","1","63","36","1","0","0","58","5","0","0","28","0",12842.3746473937
"361","361","365","366",Mahogany Creek,MC7-817,"338",FTRF4,41.5125945835697,-118.95575486495,"10.5","1.05","0.09",NA,"0","0","0","2","82","82",N,"2","3","60","24","13","3","0",SP,SP,"64","35","1","66","34","0","2","0","65","2","0","0","50","14",12836.398386921
"362","362","366","367",Mahogany Creek,MC7-817,"339",SSMC5,41.5124188183296,-118.955497933317,"1.9","1.6","0.15","0.36","0","0","0","1","93","93",Y,"0","0.25","85","14","1","0","0",SP,SP,"75","25","0","64","36","0","0","0","70","6","0","0","59","0",12863.759289864
"363","363","367","368",Mahogany Creek,MC7-817,"340",FTRF5,41.5124437876492,-118.9556185133,"4","1.82","0.1",NA,"0","1","0","0","72","72",N,"0","0","50","40","10","0","0",SS,SS,"70","29","1","60","39","1","5","0","50","10","5","0","30","5",12856.7703857227
"364","364","368","369",Mahogany Creek,MC7-817,"341",SSMC6,41.5123635829511,-118.955568167212,"1","1.55","0.11","0.35","0","1","0","0","88","88",Y,"0","1.5","60","35","5","0","0",SS,SS,"75","24","1","50","49","1","0","0","75","10","5","0","50","15",12865.9036197265
"365","365","369","370",Mahogany Creek,MC7-817,"342",FTRF6,41.5123447636978,-118.955615531828,"4.5","1.09","0.08",NA,"0","0","0","0","71","71",N,"1","0.6","70","25","5","0","0",SP,SS,"70","29","1","50","49","1","0","0","75","5","0","0","30","10",12865.9036197265
"366","366","370","371",Mahogany Creek,MC7-817,"343",SSMC7,41.5123177571652,-118.955614718701,"2","1.01","0.14","0.33","0","0","0","0","71","71",Y,"0","1.25","60","25","10","5","0",SP,SS,"75","24","1","60","39","1","0","0","65","5","0","0","75","10",12865.9036197265
"367","367","371","372",Mahogany Creek,MC7-817,"344",FTRF7,41.5123175534379,-118.955626695368,"4","1","0.08",NA,"0","0","0","0","75","75",N,"0","2","55","30","5","10","0",SP,SS,"75","24","1","65","34","1","0","0","70","5","0","0","70","10",12865.9036197265
"368","368","372","373",Mahogany Creek,MC7-817,"345",SSMC8,41.5122911580832,-118.955589952253,"1.1","1","0.15","0.34","0","0","0","0","72","72",N,"0","0.5","30","30","20","20","0",SS,SS,"75","24","1","65","34","1","0","0","70","5","0","0","55","10",12868.0438441904
"369","369","373","374",Mahogany Creek,MC7-817,"346",FTRF8,41.5123275742401,-118.95556708307,"2.1","1.1","0.08",NA,"0","0","0","0","86","86",N,"0","1.75","55","35","5","5","0",SS,SS,"75","24","1","65","34","1","0","0","70","5","0","0","55","10",12865.9036197265
"370","370","374","375",Mahogany Creek,MC7-817,"347",SSPL9,41.5123365764179,-118.955567354105,"1.2","1.66","0.23","0.35","0","0","0","0","68","68",N,"0","1.25","55","25","5","15","0",SS,SS,"70","29","1","75","24","1","1","0","65","15","0","0","80","1",12865.9036197265
"371","371","375","376",Mahogany Creek,MC7-817,"348",FTRF9,41.5122649664356,-118.955541232511,"9","1.31","0.09",NA,"0","0","0","0","74","74",N,"8","1.5","55","35","5","5","0",SP,SS,"65","34","1","65","34","1","0","0","75","1","0","0","75","15",12871.5198445671
"372","372","376","377",Mahogany Creek,MC7-817,"349",SSLS10,41.5122195481057,-118.955563830654,"1.6","2.64","0.13","0.34","0","1","0","0","66","66",Y,"1.6","0","60","35","5","0","0",SS,SS,"70","29","1","60","39","1","0","0","75","1","0","0","65","50",12876.2463834355
"373","373","377","378",Mahogany Creek,MC7-817,"350",FTRF10,41.5121739260478,-118.955598405406,"10","1.23","0.08",NA,"0","2","0","1","66","66",Y,"0","2.5","55","43","1","1","0",SS,SS,"70","29","1","50","49","1","1","0","70","0","0","0","60","25",12880.8503122308
"374","374","378","379",Mahogany Creek,MC3-458,"151",FTRF1,41.536702754398,-118.999899178992,"6","2","0.15",NA,"0","0","0","0","95","95",N,"3.5","2","65","20","14","1","0",SS,SS,"57","43","0","92","8","0","0","92","2","2","0","1","60","75",7025.23979813635
"375","375","379","380",Mahogany Creek,MC3-458,"152",SSLS1,41.5366234047668,-118.999800835634,"3.25","2.1","0.23","0.36","0","0","0","1","82","82",N,NA,NA,"65","15","15","5","0",SS,SS,"62","38","0","85","15","0","0","99","2","20","0","0","63","60",7033.07604852262
"376","376","380","381",Mahogany Creek,MC3-458,"153",FTRF2,41.5366058178196,-118.999776319181,"4.5","2","0.1",NA,"0","1","0","1","77","81",N,"0","3.5","35","45","19","1","0",SS,SP,"70","30","0","50","50","0","0","99","0","1","0","0","80","11",7033.07604852262
"377","377","381","382",Mahogany Creek,MC3-458,"154",FNRN3,41.5365250091484,-118.999761841806,"3.5","1.27","0.21",NA,"0","0","0","0","47","47",N,"0","0","60","30","10","0","0",SS,SS,"63","37","0","50","50","0","0","92","0","1","0","0","47","3",7038.89678739697
"378","378","382","383",Mahogany Creek,MC3-458,"155",SSLS2,41.5365237585909,-118.999833726674,"3.5","2","0.2","0.36","0","0","0","0","94","94",N,"0","2.5","80","15","5","0","0",SS,SS,"59","41","0","50","50","0","0","83","0","1","0","0","18","2",7038.9145394408
"379","379","383","384",Mahogany Creek,MC3-458,"156",FTRP4,41.5365786036969,-118.999787467814,"5.5","1.55","0.13",NA,"0","0","0","0","65","65",N,"0","5.5","65","30","5","0","0",SS,SS,"60","40","0","95","5","0","0","70","0","5","0","0","60","30",7033.07604852262
"380","380","384","385",Mahogany Creek,MC3-458,"157",FNRN5,41.5363803534842,-118.999793345876,"4.4","1.25","0.18",NA,"0","0","0","0","74","74",N,"0","1.5","79","20","1","0","0",SS,SS,"70","30","0","60","40","0","0","80","2","5","0","0","50","60",7054.90705261612
"381","381","385","386",Mahogany Creek,MC3-458,"158",FTRP6,41.5363784776069,-118.999901172934,"9.7","1","0.19",NA,"0","0","0","0","86","86",N,"0","0.5","65","30","5","0","0",SS,SS,"70","30","0","60","40","0","0","70","20","5","0","5","60","50",7054.93403565375
"382","382","386","387",Mahogany Creek,MC3-458,"159",FNRN7,41.5363493874852,-119.00002014848,"2.4","1.45","0.19",NA,"0","0","0","0","84","84",N,"0","0","85","10","5","0","0",SS,SS,"60","40","0","60","40","0","0","15","50","10","0","0","40","25",7057.96409543306
"383","383","387","388",Mahogany Creek,MC3-458,"160",SSMC3,41.5362677450493,-119.000053593921,"1.05","1.21","0.25","0.32","0","0","0","0","69","69",N,"0","0","30","50","20","0","0",SS,ST,"63","37","0","60","40","0","0","5","30","2","0","0","25","10",7066.97391497205
"384","384","388","389",Mahogany Creek,MC3-458,"161",FTRF8,41.5362505750496,-119.000005116022,"19","1.5","0.13",NA,"0","1","0","0","73","73",N,"2","0","60","15","20","5","0",ST,ST,"50","49","1","60","40","0","0","10","50","10","0","5","65","5",7068.96213174593
"385","385","389","390",Mahogany Creek,MC3-458,"162",SSMC4,41.5360694948317,-119.000059471179,"2.2","1.72","0.21",NA,"0","0","0","0","91","91",N,"0.25","0","40","15","10","35","0",SS,SS,"55","45","0","45","54","1","10","1","15","50","0","12","50","6",7101.15656211122
"386","386","390","391",Mahogany Creek,MC3-458,"163",FTRP9,41.5361699748513,-118.999978657714,"32","2.1","0.19",NA,"0","0","0","3","58","58",N,"4","0","55","5","5","35","0",SS,SS,"63","37","0","37","63","0","0","10","60","90","0","0","48","15",7077.95704891141
"387","387","391","392",Mahogany Creek,MC3-458,"164",SSLS5,41.5358301954601,-118.999836328326,"3.8","2.6","0.21","0.29","0","0","0","2","94","94",N,"0","0","65","13","10","12","0",ST,ST,"75","25","0","37","63","0","0","1","40","50","0","0","40","10",7119.72570713721
"388","388","392","393",Mahogany Creek,MC3-458,"165",FTRF10,41.5358854574056,-118.999766108553,"10.5","1.77","0.14",NA,"2","0","1","5","79","79",N,"0","0.5","50","25","10","15","0",ST,ST,"30","70","0","37","63","0","0","2","40","35","0","0","45","15",7113.88834381445
"389","389","393","394",Mahogany Creek,MC3-458,"165",FTRF10,41.5358854574056,-118.999766108553,"10.5","1.77","0.14",NA,"2","0","1","5","79","79",N,"0","0.5","50","25","10","15","0",ST,ST,"30","70","0","37","63","0","0","2","40","35","0","0","45","15",7113.88834381445
"390","390","394","395",Mahogany Creek,MC3-458,"166",SSLS6,41.5357165054221,-118.999641031574,"1.5","2.4","0.16","0.27","0","0","0","1","79","79",N,"0","0","70","26","2","2","0",SP,ST,"60","40","0","35","65","0","0","5","65","50","0","0","70","8",7175.88217776167
"391","391","395","396",Mahogany Creek,MC3-458,"167",FTRP11,41.5357255073236,-118.999641308943,"10","1.7","0.17",NA,"0","0","0","1","82","87",N,"0","0","20","15","35","20","0",SP,ST,"60","40","0","45","55","0","0","18","43","38","0","3","70","7",7175.78471511473
