#,Date-Time (PST/PDT),Ch: 1 - Differential Pressure   (psi),Ch: 2 - Absolute Pressure   (psi),Ch: 3 - Temperature   (°F ),Water Level   (ft),Barometric Pressure   (psi)
11686,09/11/2022 04:16:40,0.0784,11.7974,46.93,0.4874,11.7190
11687,09/11/2022 04:31:40,0.0797,11.7978,46.75,0.4904,11.7182
11688,09/11/2022 04:46:40,0.0773,11.7978,46.75,0.4850,11.7205
11689,09/11/2022 05:01:40,0.0789,11.7990,46.57,0.4886,11.7201
11690,09/11/2022 05:16:40,0.0767,11.7972,46.39,0.4835,11.7205
11691,09/11/2022 05:31:40,0.0783,11.8005,46.21,0.4872,11.7222
11692,09/11/2022 05:46:40,0.0768,11.8005,46.21,0.4838,11.7237
11693,09/11/2022 06:01:40,0.0764,11.8013,46.21,0.4828,11.7249
11694,09/11/2022 06:16:40,0.0790,11.8046,46.03,0.4889,11.7256
11695,09/11/2022 06:31:40,0.0768,11.8039,46.03,0.4838,11.7270
11696,09/11/2022 06:46:40,0.0803,11.8090,46.03,0.4917,11.7288
11697,09/11/2022 07:01:40,0.0807,11.8109,45.85,0.4927,11.7302
11698,09/11/2022 07:16:40,0.0766,11.8087,45.85,0.4832,11.7321
11699,09/11/2022 07:31:40,0.0816,11.8146,45.85,0.4948,11.7330
11700,09/11/2022 07:46:40,0.0810,11.8131,45.85,0.4934,11.7321
11701,09/11/2022 08:01:40,0.0776,11.8102,45.85,0.4856,11.7325
11702,09/11/2022 08:16:40,0.0775,11.8109,45.85,0.4853,11.7334
11703,09/11/2022 08:31:40,0.0797,11.8131,45.85,0.4904,11.7334
11704,09/11/2022 08:46:40,0.0808,11.8134,46.03,0.4928,11.7327
11705,09/11/2022 09:01:40,0.0825,11.8149,46.03,0.4969,11.7324
11706,09/11/2022 09:16:40,0.0823,11.8145,46.21,0.4963,11.7322
11707,09/11/2022 09:31:40,0.0815,11.8144,46.57,0.4945,11.7330
11708,09/11/2022 09:46:40,0.0761,11.8110,47.11,0.4822,11.7349
11709,09/11/2022 10:01:40,0.0756,11.8106,47.29,0.4810,11.7350
11710,09/11/2022 10:16:40,0.0867,11.8238,47.65,0.5067,11.7370
11711,09/11/2022 10:31:40,0.0837,11.8196,48.18,0.4997,11.7359
11712,09/11/2022 10:46:40,0.0803,11.8159,48.54,0.4918,11.7356
11713,09/11/2022 11:01:40,0.0773,11.8113,49.25,0.4849,11.7340
11714,09/11/2022 11:16:40,0.0813,11.8137,49.78,0.4942,11.7324
11715,09/11/2022 11:31:40,0.0849,11.8151,50.14,0.5025,11.7302
11716,09/11/2022 11:46:40,0.0807,11.8110,50.67,0.4929,11.7302
11717,09/11/2022 12:01:40,0.0821,11.8112,51.20,0.4961,11.7291
11718,09/11/2022 12:16:40,0.0803,11.8078,51.72,0.4919,11.7275
11719,09/11/2022 12:31:40,0.0779,11.8043,52.25,0.4863,11.7264
11720,09/11/2022 12:46:40,0.0791,11.8028,52.60,0.4891,11.7237
11721,09/11/2022 13:01:40,0.0838,11.8060,52.78,0.5000,11.7222
11722,09/11/2022 13:16:40,0.0891,11.8114,53.30,0.5121,11.7224
11723,09/11/2022 13:31:40,0.0820,11.8042,54.17,0.4958,11.7222
11724,09/11/2022 13:46:40,0.0663,11.7868,54.70,0.4596,11.7205
11725,09/11/2022 14:01:40,0.0722,11.7927,54.70,0.4732,11.7205
11726,09/11/2022 14:16:40,0.0786,11.7952,54.87,0.4881,11.7166
11727,09/11/2022 14:31:40,0.0809,11.7963,55.04,0.4932,11.7154
11728,09/11/2022 14:46:40,0.0809,11.7947,55.39,0.4933,11.7138
11729,09/11/2022 15:01:40,0.0708,11.7840,55.56,0.4699,11.7132
11730,09/11/2022 15:16:40,0.0815,11.7936,55.56,0.4947,11.7121
11731,09/11/2022 15:31:40,0.0856,11.7965,55.56,0.5042,11.7109
11732,09/11/2022 15:46:40,0.0745,11.7839,55.91,0.4784,11.7095
11733,09/11/2022 16:01:40,0.0755,11.7828,56.09,0.4808,11.7073
11734,09/11/2022 16:16:40,0.0716,11.7776,56.09,0.4719,11.7060
11735,09/11/2022 16:31:40,0.0774,11.7843,56.09,0.4852,11.7069
11736,09/11/2022 16:46:40,0.0692,11.7757,56.26,0.4662,11.7066
11737,09/11/2022 17:01:40,0.0725,11.7798,56.09,0.4740,11.7073
11738,09/11/2022 17:16:40,0.0743,11.7806,56.09,0.4780,11.7063
11739,09/11/2022 17:31:40,0.0709,11.7762,56.09,0.4702,11.7053
11740,09/11/2022 17:46:40,0.0699,11.7762,56.09,0.4678,11.7063
11741,09/11/2022 18:01:40,0.0710,11.7773,55.91,0.4705,11.7063
11742,09/11/2022 18:16:40,0.0735,11.7799,55.74,0.4762,11.7064
11743,09/11/2022 18:31:40,0.0703,11.7770,55.74,0.4687,11.7067
11744,09/11/2022 18:46:40,0.0708,11.7774,55.56,0.4700,11.7066
11745,09/11/2022 19:01:40,0.0711,11.7778,55.39,0.4706,11.7067
11746,09/11/2022 19:16:40,0.0730,11.7804,55.22,0.4750,11.7074
11747,09/11/2022 19:31:40,0.0733,11.7797,55.22,0.4756,11.7064
11748,09/11/2022 19:46:40,0.0702,11.7779,55.04,0.4685,11.7077
11749,09/11/2022 20:01:40,0.0715,11.7798,54.87,0.4715,11.7083
11750,09/11/2022 20:16:40,0.0713,11.7805,54.87,0.4712,11.7092
11751,09/11/2022 20:31:40,0.0679,11.7780,54.70,0.4633,11.7101
11752,09/11/2022 20:46:40,0.0685,11.7787,54.70,0.4647,11.7102
11753,09/11/2022 21:01:40,0.0692,11.7813,54.52,0.4664,11.7121
11754,09/11/2022 21:16:40,0.0726,11.7850,54.52,0.4742,11.7124
11755,09/11/2022 21:31:40,0.0741,11.7876,54.35,0.4776,11.7135
11756,09/11/2022 21:46:40,0.0689,11.7817,54.35,0.4657,11.7128
11757,09/11/2022 22:01:40,0.0716,11.7840,54.35,0.4718,11.7124
11758,09/11/2022 22:16:40,0.0697,11.7843,54.52,0.4675,11.7146
11759,09/11/2022 22:31:40,0.0717,11.7854,54.35,0.4721,11.7137
11760,09/11/2022 22:46:40,0.0725,11.7876,54.35,0.4739,11.7151
11761,09/11/2022 23:01:40,0.0745,11.7884,54.35,0.4786,11.7138
11762,09/11/2022 23:16:40,0.0741,11.7903,54.17,0.4776,11.7161
11763,09/11/2022 23:31:40,0.0812,11.8006,54.17,0.4940,11.7193
11764,09/11/2022 23:46:40,0.0772,11.7969,54.17,0.4848,11.7196
11765,09/12/2022 00:01:40,0.0760,11.7979,54.35,0.4819,11.7220
11766,09/12/2022 00:16:40,0.0785,11.7994,54.35,0.4877,11.7209
11767,09/12/2022 00:31:40,0.0778,11.7961,54.17,0.4862,11.7183
11768,09/12/2022 00:46:40,0.0832,11.7976,54.17,0.4986,11.7144
11769,09/12/2022 01:01:40,0.0808,11.7939,54.17,0.4931,11.7131
11770,09/12/2022 01:16:40,0.0828,11.7969,54.17,0.4976,11.7141
11771,09/12/2022 01:31:40,0.0814,11.7951,54.00,0.4944,11.7137
11772,09/12/2022 01:46:40,0.0771,11.7870,54.00,0.4844,11.7099
11773,09/12/2022 02:01:40,0.0802,11.7914,54.00,0.4916,11.7112
11774,09/12/2022 02:16:40,0.0787,11.7892,54.00,0.4882,11.7105
11775,09/12/2022 02:31:40,0.0812,11.7914,54.00,0.4940,11.7102
11776,09/12/2022 02:46:40,0.0803,11.7889,53.82,0.4918,11.7086
11777,09/12/2022 03:01:40,0.0824,11.7896,53.82,0.4968,11.7072
11778,09/12/2022 03:16:40,0.0847,11.7925,53.82,0.5020,11.7079
11779,09/12/2022 03:31:40,0.0838,11.7911,53.82,0.4999,11.7073
11780,09/12/2022 03:46:40,0.0796,11.7845,53.82,0.4903,11.7048
11781,09/12/2022 04:01:40,0.0819,11.7845,53.82,0.4957,11.7025
11782,09/12/2022 04:16:40,0.0832,11.7845,53.82,0.4987,11.7012
11783,09/12/2022 04:31:40,0.0850,11.7845,53.82,0.5027,11.6995
11784,09/12/2022 04:46:40,0.0813,11.7804,53.65,0.4941,11.6992
11785,09/12/2022 05:01:40,0.0832,11.7819,53.65,0.4985,11.6987
11786,09/12/2022 05:16:40,0.0820,11.7827,53.65,0.4959,11.7006
11787,09/12/2022 05:31:40,0.0842,11.7856,53.65,0.5010,11.7014
11788,09/12/2022 05:46:40,0.0825,11.7782,53.65,0.4971,11.6957
11789,09/12/2022 06:01:40,0.0847,11.7764,53.48,0.5019,11.6918
11790,09/12/2022 06:16:40,0.0821,11.7720,53.48,0.4961,11.6899
11791,09/12/2022 06:31:40,0.0848,11.7728,53.48,0.5022,11.6880
11792,09/12/2022 06:46:40,0.0809,11.7683,53.48,0.4933,11.6874
11793,09/12/2022 07:01:40,0.0815,11.7680,53.30,0.4946,11.6866
11794,09/12/2022 07:16:40,0.0799,11.7688,53.30,0.4909,11.6889
11795,09/12/2022 07:31:40,0.0832,11.7710,53.30,0.4987,11.6877
11796,09/12/2022 07:46:40,0.0853,11.7724,53.30,0.5034,11.6871
11797,09/12/2022 08:01:40,0.0815,11.7695,53.30,0.4946,11.6880
11798,09/12/2022 08:16:40,0.0805,11.7683,53.48,0.4923,11.6879
11799,09/12/2022 08:31:40,0.0876,11.7764,53.48,0.5086,11.6889
11800,09/12/2022 08:46:40,0.0826,11.7724,53.65,0.4972,11.6898
11801,09/12/2022 09:01:40,0.0850,11.7749,53.82,0.5027,11.6899
11802,09/12/2022 09:16:40,0.0854,11.7764,53.82,0.5038,11.6909
11803,09/12/2022 09:31:40,0.0867,11.7782,54.00,0.5066,11.6915
11804,09/12/2022 09:46:40,0.0827,11.7745,54.00,0.4974,11.6918
11805,09/12/2022 10:01:40,0.0834,11.7741,54.17,0.4991,11.6906
11806,09/12/2022 10:16:40,0.0855,11.7763,54.17,0.5039,11.6908
11807,09/12/2022 10:31:40,0.0795,11.7707,54.35,0.4901,11.6912
11808,09/12/2022 10:46:40,0.0848,11.7751,54.35,0.5023,11.6903
11809,09/12/2022 11:01:40,0.0866,11.7743,54.70,0.5064,11.6877
11810,09/12/2022 11:16:40,0.0807,11.7658,54.87,0.4928,11.6851
11811,09/12/2022 11:31:40,0.0803,11.7631,55.39,0.4919,11.6828
11812,09/12/2022 11:46:40,0.0780,11.7593,55.74,0.4865,11.6813
11813,09/12/2022 12:01:40,0.0812,11.7615,55.74,0.4940,11.6803
11814,09/12/2022 12:16:40,0.0916,11.7711,55.74,0.5181,11.6795
11815,09/12/2022 12:31:40,0.0871,11.7628,56.43,0.5077,11.6757
11816,09/12/2022 12:46:40,0.0835,11.7561,56.78,0.4992,11.6726
11817,09/12/2022 13:01:40,0.0779,11.7479,57.12,0.4864,11.6700
11818,09/12/2022 13:16:40,0.0902,11.7578,57.30,0.5149,11.6676
11819,09/12/2022 13:31:40,0.0646,11.7304,57.99,0.4556,11.6658
11820,09/12/2022 13:46:40,0.0848,11.7477,57.82,0.5024,11.6629
11821,09/12/2022 14:01:40,0.0824,11.7418,57.82,0.4968,11.6594
11822,09/12/2022 14:16:40,0.0793,11.7363,57.99,0.4896,11.6570
11823,09/12/2022 14:31:40,0.0801,11.7341,57.99,0.4916,11.6539
11824,09/12/2022 14:46:40,0.0757,11.7270,58.16,0.4813,11.6513
11825,09/12/2022 15:01:40,0.0892,11.7388,58.16,0.5126,11.6496
11826,09/12/2022 15:16:40,0.0693,11.7170,58.33,0.4667,11.6477
11827,09/12/2022 15:31:40,0.0752,11.7219,58.16,0.4801,11.6467
11828,09/12/2022 15:46:40,0.0734,11.7230,57.99,0.4761,11.6496
11829,09/12/2022 16:01:40,0.0692,11.7212,57.82,0.4663,11.6520
11830,09/12/2022 16:16:40,0.0756,11.7342,57.64,0.4810,11.6586
11831,09/12/2022 16:31:40,0.0745,11.7401,57.30,0.4784,11.6657
11832,09/12/2022 16:46:40,0.0801,11.7417,56.95,0.4914,11.6616
11833,09/12/2022 17:01:40,0.0752,11.7377,56.78,0.4802,11.6625
11834,09/12/2022 17:16:40,0.0727,11.7347,56.78,0.4744,11.6620
11835,09/12/2022 17:31:40,0.0735,11.7325,56.78,0.4763,11.6590
11836,09/12/2022 17:46:40,0.0742,11.7318,56.78,0.4780,11.6576
11837,09/12/2022 18:01:40,0.0774,11.7337,56.60,0.4853,11.6562
11838,09/12/2022 18:16:40,0.0732,11.7300,56.60,0.4755,11.6568
11839,09/12/2022 18:31:40,0.0749,11.7319,56.43,0.4795,11.6570
11840,09/12/2022 18:46:40,0.0755,11.7312,56.43,0.4808,11.6557
11841,09/12/2022 19:01:40,0.0738,11.7257,56.26,0.4769,11.6519
11842,09/12/2022 19:16:40,0.0743,11.7254,56.09,0.4781,11.6510
11843,09/12/2022 19:31:40,0.0729,11.7261,56.09,0.4748,11.6532
11844,09/12/2022 19:46:40,0.0750,11.7302,55.91,0.4796,11.6552
11845,09/12/2022 20:01:40,0.0727,11.7262,55.74,0.4743,11.6535
11846,09/12/2022 20:16:40,0.0732,11.7284,55.74,0.4754,11.6552
11847,09/12/2022 20:31:40,0.0737,11.7281,55.56,0.4767,11.6544
11848,09/12/2022 20:46:40,0.0772,11.7303,55.56,0.4848,11.6531
11849,09/12/2022 21:01:40,0.0734,11.7270,55.39,0.4759,11.6536
11850,09/12/2022 21:16:40,0.0782,11.7318,55.22,0.4871,11.6536
11851,09/12/2022 21:31:40,0.0761,11.7296,55.22,0.4823,11.6535
11852,09/12/2022 21:46:40,0.0759,11.7278,55.04,0.4818,11.6519
11853,09/12/2022 22:01:40,0.0737,11.7246,54.87,0.4766,11.6509
11854,09/12/2022 22:16:40,0.0754,11.7253,54.87,0.4807,11.6499
11855,09/12/2022 22:31:40,0.0761,11.7257,54.70,0.4823,11.6496
11856,09/12/2022 22:46:40,0.0788,11.7276,54.52,0.4883,11.6489
11857,09/12/2022 23:01:40,0.0780,11.7254,54.52,0.4866,11.6474
11858,09/12/2022 23:16:40,0.0777,11.7243,54.35,0.4858,11.6467
11859,09/12/2022 23:31:40,0.0787,11.7255,54.17,0.4881,11.6468
11860,09/12/2022 23:46:40,0.0760,11.7222,54.00,0.4819,11.6462
11861,09/13/2022 00:01:40,0.0762,11.7212,53.82,0.4825,11.6449
11862,09/13/2022 00:16:40,0.0789,11.7234,53.82,0.4886,11.6445
11863,09/13/2022 00:31:40,0.0791,11.7238,53.65,0.4892,11.6446
11864,09/13/2022 00:46:40,0.0793,11.7205,53.48,0.4897,11.6412
11865,09/13/2022 01:01:40,0.0772,11.7172,53.30,0.4848,11.6400
11866,09/13/2022 01:16:40,0.0788,11.7177,53.13,0.4884,11.6388
11867,09/13/2022 01:31:40,0.0763,11.7144,52.95,0.4826,11.6381
11868,09/13/2022 01:46:40,0.0815,11.7177,52.78,0.4947,11.6362
11869,09/13/2022 02:01:40,0.0785,11.7115,52.60,0.4877,11.6330
11870,09/13/2022 02:16:40,0.0791,11.7123,52.60,0.4891,11.6332
11871,09/13/2022 02:31:40,0.0784,11.7097,52.43,0.4876,11.6313
11872,09/13/2022 02:46:40,0.0811,11.7131,52.25,0.4936,11.6320
11873,09/13/2022 03:01:40,0.0813,11.7124,52.25,0.4943,11.6310
11874,09/13/2022 03:16:40,0.0829,11.7135,52.07,0.4979,11.6306
11875,09/13/2022 03:31:40,0.0786,11.7095,51.90,0.4880,11.6309
11876,09/13/2022 03:46:40,0.0774,11.7058,51.90,0.4852,11.6284
11877,09/13/2022 04:01:40,0.0772,11.7033,51.72,0.4847,11.6261
11878,09/13/2022 04:16:40,0.0791,11.7062,51.72,0.4892,11.6271
11879,09/13/2022 04:31:40,0.0797,11.7044,51.55,0.4904,11.6248
11880,09/13/2022 04:46:40,0.0827,11.7059,51.55,0.4975,11.6232
11881,09/13/2022 05:01:40,0.0808,11.7034,51.37,0.4930,11.6226
11882,09/13/2022 05:16:40,0.0793,11.7019,51.37,0.4896,11.6226
11883,09/13/2022 05:31:40,0.0809,11.7041,51.37,0.4933,11.6232
11884,09/13/2022 05:46:40,0.0803,11.7023,51.20,0.4919,11.6220
11885,09/13/2022 06:01:40,0.0807,11.7031,51.20,0.4929,11.6223
11886,09/13/2022 06:16:40,0.0791,11.7016,51.20,0.4892,11.6225
11887,09/13/2022 06:31:40,0.0837,11.7060,51.20,0.4997,11.6223
11888,09/13/2022 06:46:40,0.0833,11.7060,51.20,0.4987,11.6227
11889,09/13/2022 07:01:40,0.0816,11.7045,51.20,0.4949,11.6229
11890,09/13/2022 07:16:40,0.0824,11.7067,51.20,0.4967,11.6243
11891,09/13/2022 07:31:40,0.0822,11.7079,51.02,0.4963,11.6256
11892,09/13/2022 07:46:40,0.0835,11.7097,51.20,0.4991,11.6262
11893,09/13/2022 08:01:40,0.0853,11.7104,51.20,0.5035,11.6251
11894,09/13/2022 08:16:40,0.0837,11.7075,51.20,0.4997,11.6238
11895,09/13/2022 08:31:40,0.0827,11.7053,51.20,0.4973,11.6226
11896,09/13/2022 08:46:40,0.0822,11.7023,51.20,0.4962,11.6201
11897,09/13/2022 09:01:40,0.0859,11.7053,51.20,0.5047,11.6194
11898,09/13/2022 09:16:40,0.0810,11.7019,51.37,0.4936,11.6209
11899,09/13/2022 09:31:40,0.0842,11.7066,51.55,0.5008,11.6225
11900,09/13/2022 09:46:40,0.0836,11.7055,51.72,0.4995,11.6219
11901,09/13/2022 10:01:40,0.0817,11.7014,51.90,0.4951,11.6197
11902,09/13/2022 10:16:40,0.0827,11.7043,52.25,0.4974,11.6216
11903,09/13/2022 10:31:40,0.0907,11.7127,52.43,0.5158,11.6220
11904,09/13/2022 10:46:40,0.0783,11.6990,52.60,0.4873,11.6207
11905,09/13/2022 11:01:40,0.0804,11.7008,52.78,0.4921,11.6204
11906,09/13/2022 11:16:40,0.0825,11.7015,53.13,0.4969,11.6190
11907,09/13/2022 11:31:40,0.0865,11.7028,53.48,0.5062,11.6164
11908,09/13/2022 11:46:40,0.0811,11.6947,53.82,0.4936,11.6136
11909,09/13/2022 12:01:40,0.0806,11.6935,54.00,0.4927,11.6129
11910,09/13/2022 12:16:40,0.0850,11.6965,54.00,0.5028,11.6114
11911,09/13/2022 12:31:40,0.0760,11.6828,54.17,0.4820,11.6068
11912,09/13/2022 12:46:40,0.0876,11.6886,54.52,0.5088,11.6010
11913,09/13/2022 13:01:40,0.0740,11.6744,55.22,0.4774,11.6004
11914,09/13/2022 13:16:40,0.0817,11.6844,55.04,0.4951,11.6027
11915,09/13/2022 13:31:40,0.0735,11.6874,55.04,0.4761,11.6139
11916,09/13/2022 13:46:40,0.0847,11.6992,54.70,0.5022,11.6145
11917,09/13/2022 14:01:40,0.0886,11.6986,54.35,0.5110,11.6100
11918,09/13/2022 14:16:40,0.0782,11.6879,54.52,0.4870,11.6097
11919,09/13/2022 14:31:40,0.0843,11.6901,54.52,0.5011,11.6058
11920,09/13/2022 14:46:40,0.0760,11.6782,54.87,0.4821,11.6021
11921,09/13/2022 15:01:40,0.0928,11.6925,55.04,0.5208,11.5997
11922,09/13/2022 15:16:40,0.0763,11.6744,55.22,0.4828,11.5981
11923,09/13/2022 15:31:40,0.0882,11.6847,55.22,0.5102,11.5965
11924,09/13/2022 15:46:40,0.0853,11.6825,55.22,0.5035,11.5972
11925,09/13/2022 16:01:40,0.0879,11.6833,55.22,0.5095,11.5953
11926,09/13/2022 16:16:40,0.0935,11.6877,55.22,0.5224,11.5942
11927,09/13/2022 16:31:40,0.0986,11.6906,55.22,0.5342,11.5920
11928,09/13/2022 16:46:40,0.1061,11.6968,55.39,0.5516,11.5907
11929,09/13/2022 17:01:40,0.1095,11.6994,55.56,0.5594,11.5898
11930,09/13/2022 17:16:40,0.1073,11.6957,55.56,0.5543,11.5884
11931,09/13/2022 17:31:40,0.1076,11.6964,55.56,0.5550,11.5888
11932,09/13/2022 17:46:40,0.1051,11.6927,55.56,0.5491,11.5876
11933,09/13/2022 18:01:40,0.1048,11.6927,55.56,0.5485,11.5879
11934,09/13/2022 18:16:40,0.1027,11.6913,55.56,0.5437,11.5885
11935,09/13/2022 18:31:40,0.0993,11.6880,55.39,0.5359,11.5887
11936,09/13/2022 18:46:40,0.0948,11.6847,55.22,0.5253,11.5900
11937,09/13/2022 19:01:40,0.0914,11.6815,55.04,0.5174,11.5901
11938,09/13/2022 19:16:40,0.0906,11.6826,54.87,0.5157,11.5920
11939,09/13/2022 19:31:40,0.0881,11.6801,54.70,0.5099,11.5920
11940,09/13/2022 19:46:40,0.0881,11.6816,54.70,0.5099,11.5934
11941,09/13/2022 20:01:40,0.0849,11.6842,54.52,0.5026,11.5992
11942,09/13/2022 20:16:40,0.0883,11.6912,54.35,0.5105,11.6029
11943,09/13/2022 20:31:40,0.0850,11.6902,54.17,0.5027,11.6052
11944,09/13/2022 20:46:40,0.0837,11.6916,54.17,0.4997,11.6080
11945,09/13/2022 21:01:40,0.0841,11.6920,54.00,0.5006,11.6080
11946,09/13/2022 21:16:40,0.0820,11.6917,53.82,0.4959,11.6097
11947,09/13/2022 21:31:40,0.0842,11.6940,53.48,0.5008,11.6098
11948,09/13/2022 21:46:40,0.0856,11.6959,53.30,0.5042,11.6103
11949,09/13/2022 22:01:40,0.0835,11.6934,53.13,0.4993,11.6098
11950,09/13/2022 22:16:40,0.0804,11.6913,52.78,0.4921,11.6109
11951,09/13/2022 22:31:40,0.0817,11.6946,52.60,0.4952,11.6129
11952,09/13/2022 22:46:40,0.0829,11.6958,52.43,0.4978,11.6129
11953,09/13/2022 23:01:40,0.0825,11.6951,52.07,0.4970,11.6126
11954,09/13/2022 23:16:40,0.0826,11.6959,51.72,0.4972,11.6133
11955,09/13/2022 23:31:40,0.0833,11.6963,51.55,0.4988,11.6130
11956,09/13/2022 23:46:40,0.0840,11.6972,51.20,0.5004,11.6132
11957,09/14/2022 00:01:40,0.0806,11.6924,51.02,0.4925,11.6119
11958,09/14/2022 00:16:40,0.0809,11.6925,50.67,0.4933,11.6116
11959,09/14/2022 00:31:40,0.0824,11.6937,50.49,0.4966,11.6113
11960,09/14/2022 00:46:40,0.0785,11.6908,50.14,0.4877,11.6123
11961,09/14/2022 01:01:40,0.0817,11.6942,49.96,0.4951,11.6124
11962,09/14/2022 01:16:40,0.0818,11.6935,49.60,0.4953,11.6117
11963,09/14/2022 01:31:40,0.0834,11.6947,49.43,0.4989,11.6113
11964,09/14/2022 01:46:40,0.0819,11.6929,49.25,0.4954,11.6110
11965,09/14/2022 02:01:40,0.0830,11.6947,49.07,0.4981,11.6117
11966,09/14/2022 02:16:40,0.0802,11.6915,48.89,0.4916,11.6113
11967,09/14/2022 02:31:40,0.0791,11.6897,48.72,0.4891,11.6106
11968,09/14/2022 02:46:40,0.0803,11.6916,48.54,0.4918,11.6113
11969,09/14/2022 03:01:40,0.0842,11.6949,48.36,0.5008,11.6107
11970,09/14/2022 03:16:40,0.0798,11.6916,48.18,0.4906,11.6119
11971,09/14/2022 03:31:40,0.0817,11.6935,48.00,0.4950,11.6119
11972,09/14/2022 03:46:40,0.0813,11.6939,47.82,0.4942,11.6126
11973,09/14/2022 04:01:40,0.0826,11.6943,47.65,0.4972,11.6117
11974,09/14/2022 04:16:40,0.0821,11.6937,47.29,0.4960,11.6116
11975,09/14/2022 04:31:40,0.0808,11.6934,47.11,0.4929,11.6126
11976,09/14/2022 04:46:40,0.0822,11.6960,46.93,0.4962,11.6138
11977,09/14/2022 05:01:40,0.0810,11.6952,46.93,0.4935,11.6142
11978,09/14/2022 05:16:40,0.0826,11.6978,46.75,0.4972,11.6152
11979,09/14/2022 05:31:40,0.0828,11.6990,46.57,0.4975,11.6162
11980,09/14/2022 05:46:40,0.0811,11.6972,46.39,0.4937,11.6161
11981,09/14/2022 06:01:40,0.0833,11.7005,46.21,0.4987,11.6172
11982,09/14/2022 06:16:40,0.0806,11.6980,46.03,0.4926,11.6174
11983,09/14/2022 06:31:40,0.0809,11.6999,45.85,0.4932,11.6190
11984,09/14/2022 06:46:40,0.0816,11.7018,45.67,0.4949,11.6201
11985,09/14/2022 07:01:40,0.0832,11.7044,45.49,0.4985,11.6211
11986,09/14/2022 07:16:40,0.0806,11.7033,45.31,0.4924,11.6227
11987,09/14/2022 07:31:40,0.0800,11.7026,45.31,0.4910,11.6226
11988,09/14/2022 07:46:40,0.0811,11.7030,45.12,0.4936,11.6219
11989,09/14/2022 08:01:40,0.0821,11.7049,44.94,0.4960,11.6227
11990,09/14/2022 08:16:40,0.0827,11.7049,44.94,0.4973,11.6222
11991,09/14/2022 08:31:40,0.0827,11.7049,44.94,0.4973,11.6222
11992,09/14/2022 08:46:40,0.0805,11.7034,44.94,0.4922,11.6229
11993,09/14/2022 09:01:40,0.0833,11.7085,44.94,0.4988,11.6252
11994,09/14/2022 09:16:40,0.0810,11.7067,45.12,0.4934,11.6256
11995,09/14/2022 09:31:40,0.0801,11.7080,45.49,0.4913,11.6280
11996,09/14/2022 09:46:40,0.0769,11.7062,45.67,0.4840,11.6293
11997,09/14/2022 10:01:40,0.0764,11.7061,46.03,0.4828,11.6297
11998,09/14/2022 10:16:40,0.0789,11.7094,46.21,0.4886,11.6304
11999,09/14/2022 10:31:40,0.0799,11.7093,46.57,0.4908,11.6294
12000,09/14/2022 10:46:40,0.0830,11.7118,46.75,0.4980,11.6288
12001,09/14/2022 11:01:40,0.0783,11.7059,47.11,0.4873,11.6275
12002,09/14/2022 11:16:40,0.0786,11.7072,47.47,0.4878,11.6287
12003,09/14/2022 11:31:40,0.0774,11.7046,47.65,0.4851,11.6272
12004,09/14/2022 11:46:40,0.0807,11.7060,48.00,0.4927,11.6254
12005,09/14/2022 12:01:40,0.0786,11.7048,48.54,0.4878,11.6262
12006,09/14/2022 12:16:40,0.0757,11.7025,48.89,0.4812,11.6268
12007,09/14/2022 12:31:40,0.0786,11.7054,49.25,0.4878,11.6268
12008,09/14/2022 12:46:40,0.0809,11.7057,49.43,0.4933,11.6248
12009,09/14/2022 13:01:40,0.0764,11.7000,49.96,0.4829,11.6236
12010,09/14/2022 13:16:40,0.0861,11.7077,50.14,0.5053,11.6216
12011,09/14/2022 13:31:40,0.0859,11.7058,50.67,0.5048,11.6198
12012,09/14/2022 13:46:40,0.0645,11.6817,51.20,0.4554,11.6172
12013,09/14/2022 14:01:40,0.0776,11.6928,51.20,0.4855,11.6152
12014,09/14/2022 14:16:40,0.0789,11.6946,51.37,0.4887,11.6156
12015,09/14/2022 14:31:40,0.0794,11.6941,51.55,0.4897,11.6148
12016,09/14/2022 14:46:40,0.0813,11.6959,51.72,0.4942,11.6146
12017,09/14/2022 15:01:40,0.0797,11.6918,51.90,0.4904,11.6122
12018,09/14/2022 15:16:40,0.0716,11.6811,52.07,0.4718,11.6095
12019,09/14/2022 15:31:40,0.0752,11.6826,52.07,0.4802,11.6074
12020,09/14/2022 15:46:40,0.0739,11.6826,52.07,0.4772,11.6087
12021,09/14/2022 16:01:40,0.0788,11.6866,52.25,0.4884,11.6078
12022,09/14/2022 16:16:40,0.0754,11.6837,52.25,0.4806,11.6082
12023,09/14/2022 16:31:40,0.0750,11.6837,52.25,0.4796,11.6087
12024,09/14/2022 16:46:40,0.0757,11.6851,52.25,0.4813,11.6094
12025,09/14/2022 17:01:40,0.0772,11.6866,52.25,0.4847,11.6094
12026,09/14/2022 17:16:40,0.0768,11.6859,52.25,0.4837,11.6091
12027,09/14/2022 17:31:40,0.0716,11.6815,52.25,0.4718,11.6098
12028,09/14/2022 17:46:40,0.0716,11.6829,52.25,0.4719,11.6113
12029,09/14/2022 18:01:40,0.0728,11.6848,52.07,0.4746,11.6120
12030,09/14/2022 18:16:40,0.0700,11.6833,52.07,0.4681,11.6133
12031,09/14/2022 18:31:40,0.0693,11.6838,51.90,0.4664,11.6145
12032,09/14/2022 18:46:40,0.0696,11.6849,51.72,0.4671,11.6153
