"";"X.";"Date.Time..PST.PDT.";"Ch..1...Differential.Pressure....psi.";"Ch..2...Absolute.Pressure....psi.";"Ch..3...Temperature.....F..";"Water.Level....ft.";"Barometric.Pressure....psi."
"9205";9205;"10/09/2022 09:53:29";"0.0767";"11.6120";"40.90";0,4423;"11.5353"
"9206";9206;"10/09/2022 10:08:29";"0.0745";"11.6101";"41.27";0,4373;"11.5356"
"9207";9207;"10/09/2022 10:23:29";"0.0733";"11.6091";"41.83";0,4344;"11.5359"
"9208";9208;"10/09/2022 10:38:29";"0.0755";"11.6112";"42.38";0,4396;"11.5357"
"9209";9209;"10/09/2022 10:53:29";"0.0747";"11.6109";"42.93";0,4378;"11.5362"
"9210";9210;"10/09/2022 11:08:29";"0.0720";"11.6080";"43.48";0,4316;"11.5360"
"9211";9211;"10/09/2022 11:23:29";"0.0770";"11.6120";"44.03";0,443;"11.5350"
"9212";9212;"10/09/2022 11:38:29";"0.0742";"11.6098";"44.58";0,4366;"11.5356"
"9213";9213;"10/09/2022 11:53:29";"0.0736";"11.6085";"45.31";0,4352;"11.5349"
"9214";9214;"10/09/2022 12:08:29";"0.0754";"11.6084";"46.03";0,4394;"11.5330"
"9215";9215;"10/09/2022 12:23:29";"0.0764";"11.6092";"46.57";0,4417;"11.5328"
"9216";9216;"10/09/2022 12:38:29";"0.0752";"11.6064";"47.11";0,4388;"11.5312"
"9217";9217;"10/09/2022 12:53:29";"0.0765";"11.6063";"47.82";0,4419;"11.5298"
"9218";9218;"10/09/2022 13:08:29";"0.0770";"11.6053";"48.72";0,4429;"11.5283"
"9219";9219;"10/09/2022 13:23:29";"0.0772";"11.6021";"49.07";0,4433;"11.5250"
"9220";9220;"10/09/2022 13:38:29";"0.0779";"11.5990";"49.43";0,4451;"11.5211"
"9221";9221;"10/09/2022 13:53:29";"0.0741";"11.5965";"49.78";0,4364;"11.5224"
"9222";9222;"10/09/2022 14:08:29";"0.0772";"11.5958";"50.14";0,4435;"11.5186"
"9223";9223;"10/09/2022 14:23:29";"0.0770";"11.5949";"50.31";0,4429;"11.5179"
"9224";9224;"10/09/2022 14:38:29";"0.0758";"11.5927";"50.49";0,4403;"11.5169"
"9225";9225;"10/09/2022 14:53:29";"0.0773";"11.5936";"50.67";0,4437;"11.5163"
"9226";9226;"10/09/2022 15:08:29";"0.0773";"11.5952";"50.49";0,4436;"11.5179"
"9227";9227;"10/09/2022 15:23:29";"0.0785";"11.6042";"49.96";0,4464;"11.5257"
"9228";9228;"10/09/2022 15:38:29";"0.0774";"11.6040";"49.43";0,4438;"11.5266"
"9229";9229;"10/09/2022 15:53:29";"0.0760";"11.6028";"49.07";0,4408;"11.5267"
"9230";9230;"10/09/2022 16:08:29";"0.0746";"11.5954";"48.72";0,4375;"11.5208"
"9231";9231;"10/09/2022 16:23:29";"0.0764";"11.5982";"48.54";0,4416;"11.5218"
"9232";9232;"10/09/2022 16:38:29";"0.0745";"11.5954";"48.36";0,4372;"11.5209"
"9233";9233;"10/09/2022 16:53:29";"0.0753";"11.5942";"48.36";0,439;"11.5189"
"9234";9234;"10/09/2022 17:08:29";"0.0741";"11.5920";"48.18";0,4365;"11.5179"
"9235";9235;"10/09/2022 17:23:29";"0.0773";"11.5933";"48.18";0,4436;"11.5160"
"9236";9236;"10/09/2022 17:38:29";"0.0759";"11.5942";"48.00";0,4405;"11.5183"
"9237";9237;"10/09/2022 17:53:29";"0.0776";"11.5942";"48.00";0,4444;"11.5166"
"9238";9238;"10/09/2022 18:08:29";"0.0791";"11.5958";"47.82";0,4477;"11.5167"
"9239";9239;"10/09/2022 18:23:29";"0.0766";"11.5927";"47.47";0,4421;"11.5161"
"9240";9240;"10/09/2022 18:38:29";"0.0792";"11.5974";"47.29";0,4481;"11.5182"
"9241";9241;"10/09/2022 18:53:29";"0.0778";"11.5956";"46.93";0,4449;"11.5177"
"9242";9242;"10/09/2022 19:08:29";"0.0787";"11.5962";"46.57";0,4468;"11.5176"
"9243";9243;"10/09/2022 19:23:29";"0.0770";"11.5950";"46.21";0,443;"11.5180"
"9244";9244;"10/09/2022 19:38:29";"0.0776";"11.5951";"45.85";0,4444;"11.5174"
"9245";9245;"10/09/2022 19:53:29";"0.0766";"11.5939";"45.49";0,442;"11.5173"
"9246";9246;"10/09/2022 20:08:29";"0.0774";"11.5955";"45.31";0,444;"11.5180"
"9247";9247;"10/09/2022 20:23:29";"0.0769";"11.5955";"44.94";0,4427;"11.5186"
"9248";9248;"10/09/2022 20:38:29";"0.0790";"11.5968";"44.58";0,4476;"11.5177"
"9249";9249;"10/09/2022 20:53:29";"0.0790";"11.5965";"44.40";0,4476;"11.5174"
"9250";9250;"10/09/2022 21:08:29";"0.0794";"11.5971";"44.03";0,4485;"11.5177"
"9251";9251;"10/09/2022 21:23:29";"0.0778";"11.5950";"43.85";0,4449;"11.5172"
"9252";9252;"10/09/2022 21:38:29";"0.0788";"11.5966";"43.67";0,4472;"11.5177"
"9253";9253;"10/09/2022 21:53:29";"0.0792";"11.5981";"43.48";0,4481;"11.5189"
"9254";9254;"10/09/2022 22:08:29";"0.0803";"11.5991";"43.30";0,4506;"11.5188"
"9255";9255;"10/09/2022 22:23:29";"0.0773";"11.5951";"43.12";0,4438;"11.5177"
"9256";9256;"10/09/2022 22:38:29";"0.0781";"11.5954";"42.93";0,4455;"11.5173"
"9257";9257;"10/09/2022 22:53:29";"0.0800";"11.5976";"42.75";0,4498;"11.5176"
"9258";9258;"10/09/2022 23:08:29";"0.0798";"11.5967";"42.57";0,4494;"11.5169"
"9259";9259;"10/09/2022 23:23:29";"0.0774";"11.5936";"42.57";0,444;"11.5161"
"9260";9260;"10/09/2022 23:38:29";"0.0799";"11.5952";"42.38";0,4496;"11.5153"
"9261";9261;"10/09/2022 23:53:29";"0.0797";"11.5949";"42.20";0,4492;"11.5151"
"9262";9262;"10/10/2022 00:08:29";"0.0805";"11.5952";"42.01";0,451;"11.5147"
"9263";9263;"10/10/2022 00:23:29";"0.0818";"11.5955";"41.83";0,454;"11.5137"
"9264";9264;"10/10/2022 00:38:29";"0.0786";"11.5918";"41.83";0,4465;"11.5132"
"9265";9265;"10/10/2022 00:53:29";"0.0773";"11.5897";"41.64";0,4436;"11.5124"
"9266";9266;"10/10/2022 01:08:29";"0.0786";"11.5912";"41.46";0,4465;"11.5127"
"9267";9267;"10/10/2022 01:23:29";"0.0804";"11.5925";"41.46";0,4507;"11.5121"
"9268";9268;"10/10/2022 01:38:29";"0.0778";"11.5897";"41.27";0,4447;"11.5119"
"9269";9269;"10/10/2022 01:53:29";"0.0778";"11.5903";"41.27";0,4448;"11.5125"
"9270";9270;"10/10/2022 02:08:29";"0.0767";"11.5894";"41.09";0,4424;"11.5127"
"9271";9271;"10/10/2022 02:23:29";"0.0777";"11.5906";"41.09";0,4445;"11.5130"
"9272";9272;"10/10/2022 02:38:29";"0.0797";"11.5922";"40.90";0,4491;"11.5125"
"9273";9273;"10/10/2022 02:53:29";"0.0801";"11.5913";"40.71";0,45;"11.5112"
"9274";9274;"10/10/2022 03:08:29";"0.0790";"11.5901";"40.71";0,4475;"11.5111"
"9275";9275;"10/10/2022 03:23:29";"0.0796";"11.5885";"40.53";0,449;"11.5089"
"9276";9276;"10/10/2022 03:38:29";"0.0802";"11.5879";"40.53";0,4502;"11.5077"
"9277";9277;"10/10/2022 03:53:29";"0.0786";"11.5851";"40.34";0,4466;"11.5066"
"9278";9278;"10/10/2022 04:08:29";"0.0801";"11.5858";"40.34";0,45;"11.5057"
"9279";9279;"10/10/2022 04:23:29";"0.0785";"11.5836";"40.15";0,4464;"11.5051"
"9280";9280;"10/10/2022 04:38:29";"0.0805";"11.5848";"40.15";0,4509;"11.5044"
"9281";9281;"10/10/2022 04:53:29";"0.0780";"11.5821";"39.97";0,4452;"11.5041"
"9282";9282;"10/10/2022 05:08:29";"0.0793";"11.5827";"39.97";0,4483;"11.5034"
"9283";9283;"10/10/2022 05:23:29";"0.0781";"11.5821";"39.97";0,4455;"11.5040"
"9284";9284;"10/10/2022 05:38:29";"0.0783";"11.5818";"39.78";0,4459;"11.5035"
"9285";9285;"10/10/2022 05:53:29";"0.0783";"11.5824";"39.78";0,4459;"11.5041"
"9286";9286;"10/10/2022 06:08:29";"0.0791";"11.5830";"39.78";0,4477;"11.5040"
"9287";9287;"10/10/2022 06:23:29";"0.0782";"11.5827";"39.59";0,4457;"11.5045"
"9288";9288;"10/10/2022 06:38:29";"0.0796";"11.5846";"39.59";0,4489;"11.5050"
"9289";9289;"10/10/2022 06:53:29";"0.0793";"11.5840";"39.59";0,4482;"11.5047"
"9290";9290;"10/10/2022 07:08:29";"0.0770";"11.5818";"39.40";0,443;"11.5048"
"9291";9291;"10/10/2022 07:23:29";"0.0798";"11.5849";"39.40";0,4494;"11.5051"
"9292";9292;"10/10/2022 07:38:29";"0.0786";"11.5849";"39.40";0,4467;"11.5063"
"9293";9293;"10/10/2022 07:53:29";"0.0779";"11.5843";"39.40";0,445;"11.5064"
"9294";9294;"10/10/2022 08:08:29";"0.0785";"11.5855";"39.40";0,4465;"11.5070"
"9295";9295;"10/10/2022 08:23:29";"0.0816";"11.5886";"39.40";0,4535;"11.5070"
"9296";9296;"10/10/2022 08:38:29";"0.0786";"11.5861";"39.40";0,4466;"11.5076"
"9297";9297;"10/10/2022 08:53:29";"0.0791";"11.5877";"39.59";0,4477;"11.5086"
"9298";9298;"10/10/2022 09:08:29";"0.0780";"11.5871";"39.59";0,4453;"11.5090"
"9299";9299;"10/10/2022 09:23:29";"0.0784";"11.5883";"39.97";0,4461;"11.5099"
"9300";9300;"10/10/2022 09:38:29";"0.0747";"11.5855";"40.15";0,4377;"11.5108"
"9301";9301;"10/10/2022 09:53:29";"0.0741";"11.5854";"40.53";0,4363;"11.5114"
"9302";9302;"10/10/2022 10:08:29";"0.0756";"11.5879";"40.90";0,4399;"11.5122"
"9303";9303;"10/10/2022 10:23:29";"0.0738";"11.5869";"41.46";0,4357;"11.5131"
"9304";9304;"10/10/2022 10:38:29";"0.0724";"11.5859";"42.01";0,4324;"11.5135"
"9305";9305;"10/10/2022 10:53:29";"0.0750";"11.5886";"42.57";0,4383;"11.5137"
"9306";9306;"10/10/2022 11:08:29";"0.0744";"11.5883";"43.12";0,4372;"11.5138"
"9307";9307;"10/10/2022 11:23:29";"0.0768";"11.5891";"43.67";0,4424;"11.5124"
"9308";9308;"10/10/2022 11:38:29";"0.0755";"11.5863";"44.22";0,4396;"11.5108"
"9309";9309;"10/10/2022 11:53:29";"0.0747";"11.5831";"44.94";0,4376;"11.5085"
"9310";9310;"10/10/2022 12:08:29";"0.0773";"11.5824";"45.67";0,4437;"11.5051"
"9311";9311;"10/10/2022 12:23:29";"0.0764";"11.5805";"46.03";0,4416;"11.5041"
"9312";9312;"10/10/2022 12:38:29";"0.0773";"11.5780";"46.75";0,4438;"11.5006"
"9313";9313;"10/10/2022 12:53:29";"0.0767";"11.5757";"47.29";0,4423;"11.4990"
"9314";9314;"10/10/2022 13:08:29";"0.0770";"11.5725";"48.36";0,4429;"11.4955"
"9315";9315;"10/10/2022 13:23:29";"0.0758";"11.5694";"48.72";0,4403;"11.4935"
"9316";9316;"10/10/2022 13:38:29";"0.0782";"11.5678";"48.89";0,4457;"11.4896"
"9317";9317;"10/10/2022 13:53:29";"0.0782";"11.5665";"49.25";0,4458;"11.4883"
"9318";9318;"10/10/2022 14:08:29";"0.0789";"11.5640";"49.25";0,4474;"11.4851"
"9319";9319;"10/10/2022 14:23:29";"0.0773";"11.5600";"49.43";0,4438;"11.4826"
"9320";9320;"10/10/2022 14:38:29";"0.0776";"11.5594";"49.43";0,4443;"11.4818"
"9321";9321;"10/10/2022 14:53:29";"0.0778";"11.5575";"49.43";0,4447;"11.4797"
"9322";9322;"10/10/2022 15:08:29";"0.0775";"11.5563";"49.43";0,4442;"11.4787"
"9323";9323;"10/10/2022 15:23:29";"0.0772";"11.5535";"49.25";0,4435;"11.4763"
"9324";9324;"10/10/2022 15:38:29";"0.0780";"11.5538";"49.07";0,4453;"11.4758"
"9325";9325;"10/10/2022 15:53:29";"0.0773";"11.5545";"49.07";0,4437;"11.4771"
"9326";9326;"10/10/2022 16:08:29";"0.0770";"11.5533";"48.72";0,443;"11.4763"
"9327";9327;"10/10/2022 16:23:29";"0.0776";"11.5524";"48.54";0,4442;"11.4748"
"9328";9328;"10/10/2022 16:38:29";"0.0769";"11.5508";"48.36";0,4427;"11.4739"
"9329";9329;"10/10/2022 16:53:29";"0.0752";"11.5505";"48.18";0,4388;"11.4754"
"9330";9330;"10/10/2022 17:08:29";"0.0757";"11.5500";"47.82";0,4401;"11.4742"
"9331";9331;"10/10/2022 17:23:29";"0.0743";"11.5472";"47.65";0,4368;"11.4729"
"9332";9332;"10/10/2022 17:38:29";"0.0756";"11.5485";"47.29";0,4397;"11.4729"
"9333";9333;"10/10/2022 17:53:29";"0.0744";"11.5454";"46.93";0,437;"11.4710"
"9334";9334;"10/10/2022 18:08:29";"0.0758";"11.5470";"46.75";0,4403;"11.4712"
"9335";9335;"10/10/2022 18:23:29";"0.0761";"11.5464";"46.39";0,441;"11.4703"
"9336";9336;"10/10/2022 18:38:29";"0.0771";"11.5474";"45.85";0,4432;"11.4703"
"9337";9337;"10/10/2022 18:53:29";"0.0777";"11.5475";"45.49";0,4447;"11.4697"
"9338";9338;"10/10/2022 19:08:29";"0.0761";"11.5469";"45.12";0,441;"11.4707"
"9339";9339;"10/10/2022 19:23:29";"0.0796";"11.5500";"44.76";0,4489;"11.4705"
"9340";9340;"10/10/2022 19:38:29";"0.0782";"11.5507";"44.40";0,4457;"11.4725"
"9341";9341;"10/10/2022 19:53:29";"0.0788";"11.5532";"44.03";0,4472;"11.4744"
"9342";9342;"10/10/2022 20:08:29";"0.0794";"11.5545";"43.67";0,4484;"11.4751"
"9343";9343;"10/10/2022 20:23:29";"0.0758";"11.5505";"43.48";0,4403;"11.4747"
"9344";9344;"10/10/2022 20:38:29";"0.0788";"11.5536";"43.12";0,4471;"11.4748"
"9345";9345;"10/10/2022 20:53:29";"0.0791";"11.5533";"42.93";0,4478;"11.4742"
"9346";9346;"10/10/2022 21:08:29";"0.0790";"11.5527";"42.57";0,4475;"11.4738"
"9347";9347;"10/10/2022 21:23:29";"0.0802";"11.5531";"42.38";0,4502;"11.4729"
"9348";9348;"10/10/2022 21:38:29";"0.0797";"11.5528";"42.20";0,4492;"11.4731"
"9349";9349;"10/10/2022 21:53:29";"0.0781";"11.5519";"42.01";0,4455;"11.4738"
"9350";9350;"10/10/2022 22:08:29";"0.0821";"11.5553";"41.83";0,4546;"11.4732"
"9351";9351;"10/10/2022 22:23:29";"0.0815";"11.5550";"41.64";0,4533;"11.4735"
"9352";9352;"10/10/2022 22:38:29";"0.0802";"11.5541";"41.46";0,4502;"11.4739"
"9353";9353;"10/10/2022 22:53:29";"0.0799";"11.5526";"41.27";0,4497;"11.4726"
"9354";9354;"10/10/2022 23:08:29";"0.0781";"11.5482";"41.27";0,4454;"11.4702"
"9355";9355;"10/10/2022 23:23:29";"0.0799";"11.5492";"41.09";0,4496;"11.4693"
"9356";9356;"10/10/2022 23:38:29";"0.0815";"11.5520";"40.90";0,4533;"11.4705"
"9357";9357;"10/10/2022 23:53:29";"0.0810";"11.5551";"40.90";0,4521;"11.4741"
"9358";9358;"10/11/2022 00:08:29";"0.0768";"11.5523";"40.71";0,4425;"11.4755"
"9359";9359;"10/11/2022 00:23:29";"0.0791";"11.5523";"40.71";0,4478;"11.4732"
"9360";9360;"10/11/2022 00:38:29";"0.0802";"11.5539";"40.53";0,4504;"11.4736"
"9361";9361;"10/11/2022 00:53:29";"0.0798";"11.5514";"40.53";0,4494;"11.4716"
"9362";9362;"10/11/2022 01:08:29";"0.0805";"11.5536";"40.34";0,451;"11.4731"
"9363";9363;"10/11/2022 01:23:29";"0.0805";"11.5536";"40.34";0,451;"11.4731"
"9364";9364;"10/11/2022 01:38:29";"0.0823";"11.5564";"40.15";0,4551;"11.4741"
"9365";9365;"10/11/2022 01:53:29";"0.0807";"11.5555";"39.97";0,4514;"11.4748"
"9366";9366;"10/11/2022 02:08:29";"0.0813";"11.5567";"39.97";0,4529;"11.4754"
"9367";9367;"10/11/2022 02:23:29";"0.0834";"11.5577";"39.78";0,4577;"11.4742"
"9368";9368;"10/11/2022 02:38:29";"0.0815";"11.5586";"39.59";0,4532;"11.4771"
"9369";9369;"10/11/2022 02:53:29";"0.0814";"11.5571";"39.40";0,453;"11.4757"
"9370";9370;"10/11/2022 03:08:29";"0.0818";"11.5571";"39.40";0,454;"11.4752"
"9371";9371;"10/11/2022 03:23:29";"0.0833";"11.5549";"39.21";0,4574;"11.4716"
"9372";9372;"10/11/2022 03:38:29";"0.0811";"11.5518";"39.21";0,4523;"11.4707"
"9373";9373;"10/11/2022 03:53:29";"0.0824";"11.5518";"39.21";0,4553;"11.4694"
"9374";9374;"10/11/2022 04:08:29";"0.0818";"11.5515";"39.02";0,454;"11.4697"
"9375";9375;"10/11/2022 04:23:29";"0.0838";"11.5509";"39.02";0,4585;"11.4671"
"9376";9376;"10/11/2022 04:38:29";"0.0828";"11.5509";"39.02";0,4562;"11.4681"
"9377";9377;"10/11/2022 04:53:29";"0.0812";"11.5463";"38.84";0,4526;"11.4651"
"9378";9378;"10/11/2022 05:08:29";"0.0819";"11.5500";"38.84";0,4541;"11.4681"
"9379";9379;"10/11/2022 05:23:29";"0.0819";"11.5519";"38.84";0,4541;"11.4700"
"9380";9380;"10/11/2022 05:38:29";"0.0821";"11.5537";"38.84";0,4547;"11.4716"
"9381";9381;"10/11/2022 05:53:29";"0.0815";"11.5553";"38.65";0,4533;"11.4738"
"9382";9382;"10/11/2022 06:08:29";"0.0824";"11.5565";"38.65";0,4554;"11.4741"
"9383";9383;"10/11/2022 06:23:29";"0.0849";"11.5609";"38.65";0,461;"11.4760"
"9384";9384;"10/11/2022 06:38:29";"0.0804";"11.5544";"38.46";0,4508;"11.4739"
"9385";9385;"10/11/2022 06:53:29";"0.0810";"11.5587";"38.46";0,4521;"11.4777"
"9386";9386;"10/11/2022 07:08:29";"0.0809";"11.5584";"38.27";0,4518;"11.4776"
"9387";9387;"10/11/2022 07:23:29";"0.0821";"11.5621";"38.27";0,4546;"11.4800"
"9388";9388;"10/11/2022 07:38:29";"0.0829";"11.5652";"38.27";0,4564;"11.4823"
"9389";9389;"10/11/2022 07:53:29";"0.0794";"11.5615";"38.27";0,4486;"11.4821"
"9390";9390;"10/11/2022 08:08:29";"0.0807";"11.5646";"38.27";0,4513;"11.4839"
"9391";9391;"10/11/2022 08:23:29";"0.0810";"11.5677";"38.27";0,4521;"11.4867"
"9392";9392;"10/11/2022 08:38:29";"0.0807";"11.5674";"38.46";0,4514;"11.4867"
"9393";9393;"10/11/2022 08:53:29";"0.0802";"11.5698";"38.46";0,4504;"11.4896"
"9394";9394;"10/11/2022 09:08:29";"0.0811";"11.5726";"38.65";0,4524;"11.4915"
"9395";9395;"10/11/2022 09:23:29";"0.0794";"11.5738";"39.02";0,4485;"11.4944"
"9396";9396;"10/11/2022 09:38:29";"0.0790";"11.5760";"39.21";0,4475;"11.4970"
"9397";9397;"10/11/2022 09:53:29";"0.0810";"11.5790";"39.59";0,4521;"11.4980"
"9398";9398;"10/11/2022 10:08:29";"0.0784";"11.5802";"39.97";0,4463;"11.5018"
"9399";9399;"10/11/2022 10:23:29";"0.0766";"11.5786";"40.53";0,442;"11.5021"
"9400";9400;"10/11/2022 10:38:29";"0.0759";"11.5798";"40.90";0,4404;"11.5040"
"9401";9401;"10/11/2022 10:53:29";"0.0761";"11.5801";"41.46";0,441;"11.5040"
"9402";9402;"10/11/2022 11:08:29";"0.0759";"11.5813";"41.83";0,4404;"11.5054"
"9403";9403;"10/11/2022 11:23:29";"0.0784";"11.5877";"42.38";0,4462;"11.5093"
"9404";9404;"10/11/2022 11:38:29";"0.0771";"11.5880";"42.93";0,4431;"11.5109"
"9405";9405;"10/11/2022 11:53:29";"0.0759";"11.5891";"43.67";0,4405;"11.5132"
"9406";9406;"10/11/2022 12:08:29";"0.0778";"11.5922";"44.40";0,4447;"11.5144"
"9407";9407;"10/11/2022 12:23:29";"0.0774";"11.5934";"44.76";0,4438;"11.5160"
"9408";9408;"10/11/2022 12:38:29";"0.0794";"11.5942";"45.31";0,4484;"11.5148"
"9409";9409;"10/11/2022 12:53:29";"0.0804";"11.5948";"46.03";0,4506;"11.5144"
"9410";9410;"10/11/2022 13:08:29";"0.0791";"11.5916";"46.75";0,4477;"11.5125"
"9411";9411;"10/11/2022 13:23:29";"0.0788";"11.5903";"47.11";0,4471;"11.5115"
"9412";9412;"10/11/2022 13:38:29";"0.0796";"11.5893";"47.29";0,4489;"11.5098"
"9413";9413;"10/11/2022 13:53:29";"0.0783";"11.5862";"47.65";0,446;"11.5079"
"9414";9414;"10/11/2022 14:08:29";"0.0777";"11.5853";"47.82";0,4445;"11.5076"
"9415";9415;"10/11/2022 14:23:29";"0.0780";"11.5818";"48.00";0,4453;"11.5038"
"9416";9416;"10/11/2022 14:38:29";"0.0780";"11.5821";"48.18";0,4453;"11.5041"
"9417";9417;"10/11/2022 14:53:29";"0.0794";"11.5815";"48.18";0,4485;"11.5021"
"9418";9418;"10/11/2022 15:08:29";"0.0801";"11.5827";"48.18";0,45;"11.5027"
"9419";9419;"10/11/2022 15:23:29";"0.0784";"11.5812";"48.00";0,4462;"11.5028"
"9420";9420;"10/11/2022 15:38:29";"0.0779";"11.5815";"47.82";0,445;"11.5037"
"9421";9421;"10/11/2022 15:53:29";"0.0804";"11.5846";"47.82";0,4507;"11.5042"
"9422";9422;"10/11/2022 16:08:29";"0.0771";"11.5831";"47.65";0,4433;"11.5060"
"9423";9423;"10/11/2022 16:23:29";"0.0804";"11.5872";"47.47";0,4509;"11.5067"
"9424";9424;"10/11/2022 16:38:29";"0.0803";"11.5887";"47.29";0,4505;"11.5085"
"9425";9425;"10/11/2022 16:53:29";"0.0798";"11.5884";"47.11";0,4495;"11.5086"
"9426";9426;"10/11/2022 17:08:29";"0.0785";"11.5879";"46.75";0,4465;"11.5093"
"9427";9427;"10/11/2022 17:23:29";"0.0780";"11.5876";"46.57";0,4452;"11.5096"
"9428";9428;"10/11/2022 17:38:29";"0.0782";"11.5889";"46.21";0,4458;"11.5106"
"9429";9429;"10/11/2022 17:53:29";"0.0794";"11.5911";"45.67";0,4486;"11.5116"
"9430";9430;"10/11/2022 18:08:29";"0.0776";"11.5893";"45.31";0,4444;"11.5116"
"9431";9431;"10/11/2022 18:23:29";"0.0804";"11.5930";"44.94";0,4507;"11.5127"
"9432";9432;"10/11/2022 18:38:29";"0.0798";"11.5940";"44.40";0,4493;"11.5143"
"9433";9433;"10/11/2022 18:53:29";"0.0814";"11.5965";"44.03";0,453;"11.5151"
"9434";9434;"10/11/2022 19:08:29";"0.0786";"11.5953";"43.67";0,4466;"11.5167"
"9435";9435;"10/11/2022 19:23:29";"0.0823";"11.6006";"43.48";0,4551;"11.5183"
"9436";9436;"10/11/2022 19:38:29";"0.0807";"11.5994";"43.12";0,4513;"11.5188"
"9437";9437;"10/11/2022 19:53:29";"0.0799";"11.5988";"42.75";0,4497;"11.5189"
"9438";9438;"10/11/2022 20:08:29";"0.0805";"11.6029";"42.57";0,4509;"11.5224"
"9439";9439;"10/11/2022 20:23:29";"0.0817";"11.6035";"42.20";0,4538;"11.5218"
"9440";9440;"10/11/2022 20:38:29";"0.0818";"11.6063";"42.01";0,4539;"11.5246"
"9441";9441;"10/11/2022 20:53:29";"0.0795";"11.6067";"41.83";0,4487;"11.5272"
"9442";9442;"10/11/2022 21:08:29";"0.0805";"11.6082";"41.64";0,4509;"11.5277"
"9443";9443;"10/11/2022 21:23:29";"0.0815";"11.6110";"41.46";0,4533;"11.5295"
"9444";9444;"10/11/2022 21:38:29";"0.0822";"11.6126";"41.27";0,4549;"11.5304"
"9445";9445;"10/11/2022 21:53:29";"0.0817";"11.6111";"41.09";0,4537;"11.5293"
"9446";9446;"10/11/2022 22:08:29";"0.0816";"11.6132";"40.90";0,4534;"11.5317"
"9447";9447;"10/11/2022 22:23:29";"0.0818";"11.6142";"40.71";0,4539;"11.5324"
"9448";9448;"10/11/2022 22:38:29";"0.0834";"11.6170";"40.53";0,4577;"11.5335"
"9449";9449;"10/11/2022 22:53:29";"0.0801";"11.6148";"40.34";0,4501;"11.5347"
"9450";9450;"10/11/2022 23:08:29";"0.0838";"11.6182";"40.15";0,4586;"11.5344"
"9451";9451;"10/11/2022 23:23:29";"0.0807";"11.6161";"39.97";0,4514;"11.5354"
"9452";9452;"10/11/2022 23:38:29";"0.0793";"11.6149";"39.97";0,4482;"11.5356"
"9453";9453;"10/11/2022 23:53:29";"0.0821";"11.6201";"39.78";0,4546;"11.5380"
"9454";9454;"10/12/2022 00:08:29";"0.0823";"11.6211";"39.59";0,4551;"11.5388"
"9455";9455;"10/12/2022 00:23:29";"0.0800";"11.6186";"39.59";0,4498;"11.5386"
"9456";9456;"10/12/2022 00:38:29";"0.0821";"11.6195";"39.40";0,4546;"11.5375"
"9457";9457;"10/12/2022 00:53:29";"0.0819";"11.6208";"39.40";0,4541;"11.5389"
"9458";9458;"10/12/2022 01:08:29";"0.0805";"11.6199";"39.21";0,451;"11.5393"
"9459";9459;"10/12/2022 01:23:29";"0.0814";"11.6221";"39.02";0,453;"11.5407"
"9460";9460;"10/12/2022 01:38:29";"0.0793";"11.6208";"39.02";0,4482;"11.5415"
"9461";9461;"10/12/2022 01:53:29";"0.0787";"11.6199";"38.84";0,4468;"11.5412"
"9462";9462;"10/12/2022 02:08:29";"0.0794";"11.6199";"38.84";0,4484;"11.5405"
"9463";9463;"10/12/2022 02:23:29";"0.0805";"11.6208";"38.65";0,4509;"11.5404"
"9464";9464;"10/12/2022 02:38:29";"0.0797";"11.6184";"38.65";0,4493;"11.5386"
"9465";9465;"10/12/2022 02:53:29";"0.0827";"11.6208";"38.65";0,4559;"11.5382"
"9466";9466;"10/12/2022 03:08:29";"0.0809";"11.6181";"38.46";0,4519;"11.5372"
"9467";9467;"10/12/2022 03:23:29";"0.0801";"11.6168";"38.46";0,4501;"11.5367"
"9468";9468;"10/12/2022 03:38:29";"0.0795";"11.6159";"38.27";0,4486;"11.5364"
"9469";9469;"10/12/2022 03:53:29";"0.0817";"11.6181";"38.08";0,4536;"11.5364"
"9470";9470;"10/12/2022 04:08:29";"0.0815";"11.6181";"38.08";0,4533;"11.5366"
"9471";9471;"10/12/2022 04:23:29";"0.0801";"11.6162";"38.08";0,45;"11.5362"
"9472";9472;"10/12/2022 04:38:29";"0.0819";"11.6190";"37.89";0,4541;"11.5372"
"9473";9473;"10/12/2022 04:53:29";"0.0811";"11.6175";"37.70";0,4523;"11.5364"
"9474";9474;"10/12/2022 05:08:29";"0.0822";"11.6194";"37.70";0,4548;"11.5372"
"9475";9475;"10/12/2022 05:23:29";"0.0823";"11.6203";"37.51";0,455;"11.5380"
"9476";9476;"10/12/2022 05:38:29";"0.0839";"11.6228";"37.51";0,4587;"11.5389"
"9477";9477;"10/12/2022 05:53:29";"0.0836";"11.6234";"37.51";0,4581;"11.5398"
"9478";9478;"10/12/2022 06:08:29";"0.0815";"11.6212";"37.32";0,4532;"11.5398"
"9479";9479;"10/12/2022 06:23:29";"0.0826";"11.6225";"37.32";0,4557;"11.5399"
"9480";9480;"10/12/2022 06:38:29";"0.0822";"11.6237";"37.32";0,4549;"11.5415"
"9481";9481;"10/12/2022 06:53:29";"0.0817";"11.6247";"37.12";0,4537;"11.5430"
"9482";9482;"10/12/2022 07:08:29";"0.0820";"11.6271";"37.12";0,4544;"11.5451"
