Comments Form,,,,,,,,,,
Date,Reach #,SO,Channel Unit and Type ,Waypoint name,Latitude/Northing,Longitude/Easting,Zone:,Datum:,Comments,Site description
7/15/2015,MC7-733,306,FNRN4,MSO306,0336676,4598647,11,NAD 83,Lots of willows growing along entire unit (small). Undercut banks both sides entire unit. Separated from SO305 by small cobble pile creating gradient change.,"Survey reach begins in willow community just upstream of aspen-dominated reach. Fairly open except for willow. Stream entrenched. Hillsides begin sloping upward within 10 meters of both banks. Very thin riparian greenline. Hill on right bank topped with eroding rimrock formations and mountain mahogany - 1/2 dead. Beginning at unit SO311, right bank hillslope continuous to stream edge. Left bank hillslope closing in. The entire reach characterized by dense young willow stands along edge. Steep slope on left hillslope with xeric vegetation - mostly rabbit brush. Right bank is flatter for ~20 m with some willows, but then becomes zeric rabbit brush as the hill slopes up."
7/15/2015,MC7-733,307,FTRF5,MSO307,0336677,4598644,11,NAD 83,Short riffle cutting large undercut on left bank near end of unit. Sedges growing in channeel for majority of length. Left bank disconnected from water table more than right.,"Survey reach begins in willow community just upstream of aspen-dominated reach. Fairly open except for willow. Stream entrenched. Hillsides begin sloping upward within 10 meters of both banks. Very thin riparian greenline. Hill on right bank topped with eroding rimrock formations and mountain mahogany - 1/2 dead. Beginning at unit SO311, right bank hillslope continuous to stream edge. Left bank hillslope closing in. The entire reach characterized by dense young willow stands along edge. Steep slope on left hillslope with xeric vegetation - mostly rabbit brush. Right bank is flatter for ~20 m with some willows, but then becomes zeric rabbit brush as the hill slopes up."
7/15/2015,MC7-733,308,SSLS3,MSO308,0336680,4598639,11,NAD 83,"Nice pool toward right bank. Stream makes ""s"" between units 303-306. Upland plants close to water's edge on right bank. Bank unstable where upland slopes sharply to stream. 2 m undercut right bank forming pool.","Survey reach begins in willow community just upstream of aspen-dominated reach. Fairly open except for willow. Stream entrenched. Hillsides begin sloping upward within 10 meters of both banks. Very thin riparian greenline. Hill on right bank topped with eroding rimrock formations and mountain mahogany - 1/2 dead. Beginning at unit SO311, right bank hillslope continuous to stream edge. Left bank hillslope closing in. The entire reach characterized by dense young willow stands along edge. Steep slope on left hillslope with xeric vegetation - mostly rabbit brush. Right bank is flatter for ~20 m with some willows, but then becomes zeric rabbit brush as the hill slopes up."
7/15/2015,MC7-733,309,FTRF6,MSO309,0336682,4598643,11,NAD 83,Hillslope begins immediately after willow line on right bank. A little bit of in-channel vegetation toward downstream end of unit.,"Survey reach begins in willow community just upstream of aspen-dominated reach. Fairly open except for willow. Stream entrenched. Hillsides begin sloping upward within 10 meters of both banks. Very thin riparian greenline. Hill on right bank topped with eroding rimrock formations and mountain mahogany - 1/2 dead. Beginning at unit SO311, right bank hillslope continuous to stream edge. Left bank hillslope closing in. The entire reach characterized by dense young willow stands along edge. Steep slope on left hillslope with xeric vegetation - mostly rabbit brush. Right bank is flatter for ~20 m with some willows, but then becomes zeric rabbit brush as the hill slopes up."
7/15/2015,MC7-733,310,SSMC4,MSO310,0336676,4598633,11,NAD 83,Small pool formed by stream bend and water falling over willow root in channel.,"Survey reach begins in willow community just upstream of aspen-dominated reach. Fairly open except for willow. Stream entrenched. Hillsides begin sloping upward within 10 meters of both banks. Very thin riparian greenline. Hill on right bank topped with eroding rimrock formations and mountain mahogany - 1/2 dead. Beginning at unit SO311, right bank hillslope continuous to stream edge. Left bank hillslope closing in. The entire reach characterized by dense young willow stands along edge. Steep slope on left hillslope with xeric vegetation - mostly rabbit brush. Right bank is flatter for ~20 m with some willows, but then becomes zeric rabbit brush as the hill slopes up."
7/15/2015,MC7-733,311,FTRF7,MSO311,0336676,4598636,11,NAD 83,Hillslope closes in on right bank - continuous slope to stream edge. Colonized by upland plants to willow line. Dense stand of willow on left bank.,"Survey reach begins in willow community just upstream of aspen-dominated reach. Fairly open except for willow. Stream entrenched. Hillsides begin sloping upward within 10 meters of both banks. Very thin riparian greenline. Hill on right bank topped with eroding rimrock formations and mountain mahogany - 1/2 dead. Beginning at unit SO311, right bank hillslope continuous to stream edge. Left bank hillslope closing in. The entire reach characterized by dense young willow stands along edge. Steep slope on left hillslope with xeric vegetation - mostly rabbit brush. Right bank is flatter for ~20 m with some willows, but then becomes zeric rabbit brush as the hill slopes up."
7/15/2015,MC7-733,312,SSLS5,MSO312,0336677,4598621,11,NAD 83,"Historic transect marker (rebar) at upper end of unit. Pool undercutting bank under willow on right bank. Hillslope also closing in on left bank. ~2"" LCT observed.","Survey reach begins in willow community just upstream of aspen-dominated reach. Fairly open except for willow. Stream entrenched. Hillsides begin sloping upward within 10 meters of both banks. Very thin riparian greenline. Hill on right bank topped with eroding rimrock formations and mountain mahogany - 1/2 dead. Beginning at unit SO311, right bank hillslope continuous to stream edge. Left bank hillslope closing in. The entire reach characterized by dense young willow stands along edge. Steep slope on left hillslope with xeric vegetation - mostly rabbit brush. Right bank is flatter for ~20 m with some willows, but then becomes zeric rabbit brush as the hill slopes up."
7/16/2015,MC7-733,313,FTRF8,MSO313,0336676,4598616,11,NAD 83,Hillslope continuous to left bank here. Willow branches in water create debris dam at upper end of unit.,"Survey reach begins in willow community just upstream of aspen-dominated reach. Fairly open except for willow. Stream entrenched. Hillsides begin sloping upward within 10 meters of both banks. Very thin riparian greenline. Hill on right bank topped with eroding rimrock formations and mountain mahogany - 1/2 dead. Beginning at unit SO311, right bank hillslope continuous to stream edge. Left bank hillslope closing in. The entire reach characterized by dense young willow stands along edge. Steep slope on left hillslope with xeric vegetation - mostly rabbit brush. Right bank is flatter for ~20 m with some willows, but then becomes zeric rabbit brush as the hill slopes up."
7/16/2015,MC7-733,314,SSPL6,MSO314,0336670,4598597,11,NAD 83,Small plunge pool with a large willow overhanging from the right bank.,"Survey reach begins in willow community just upstream of aspen-dominated reach. Fairly open except for willow. Stream entrenched. Hillsides begin sloping upward within 10 meters of both banks. Very thin riparian greenline. Hill on right bank topped with eroding rimrock formations and mountain mahogany - 1/2 dead. Beginning at unit SO311, right bank hillslope continuous to stream edge. Left bank hillslope closing in. The entire reach characterized by dense young willow stands along edge. Steep slope on left hillslope with xeric vegetation - mostly rabbit brush. Right bank is flatter for ~20 m with some willows, but then becomes zeric rabbit brush as the hill slopes up."
7/16/2015,MC7-733,315,FNRN9,MSO315,0336671,4598597,11,NAD 83,Riffle with some slow backwater/poolish areas. 25% - pool - backwater.,"Survey reach begins in willow community just upstream of aspen-dominated reach. Fairly open except for willow. Stream entrenched. Hillsides begin sloping upward within 10 meters of both banks. Very thin riparian greenline. Hill on right bank topped with eroding rimrock formations and mountain mahogany - 1/2 dead. Beginning at unit SO311, right bank hillslope continuous to stream edge. Left bank hillslope closing in. The entire reach characterized by dense young willow stands along edge. Steep slope on left hillslope with xeric vegetation - mostly rabbit brush. Right bank is flatter for ~20 m with some willows, but then becomes zeric rabbit brush as the hill slopes up."
7/16/2015,MC7-733,316,SSLS7,MSO316,0336669,4598591,11,NAD 83,Deeper pool created by elevation drop in channel. Willows along left bank. 1 willow root on right bank.,"Survey reach begins in willow community just upstream of aspen-dominated reach. Fairly open except for willow. Stream entrenched. Hillsides begin sloping upward within 10 meters of both banks. Very thin riparian greenline. Hill on right bank topped with eroding rimrock formations and mountain mahogany - 1/2 dead. Beginning at unit SO311, right bank hillslope continuous to stream edge. Left bank hillslope closing in. The entire reach characterized by dense young willow stands along edge. Steep slope on left hillslope with xeric vegetation - mostly rabbit brush. Right bank is flatter for ~20 m with some willows, but then becomes zeric rabbit brush as the hill slopes up."
7/16/2015,MC7-733,317,FNRN10,MSO317,0336673,4598590,11,NAD 83,"Slow run caused by aquatic vegetation in channel. Some grasses and forbs on edges near channel with willow cover, but quickly turning to xeric rabbit brush vegetation.","Survey reach begins in willow community just upstream of aspen-dominated reach. Fairly open except for willow. Stream entrenched. Hillsides begin sloping upward within 10 meters of both banks. Very thin riparian greenline. Hill on right bank topped with eroding rimrock formations and mountain mahogany - 1/2 dead. Beginning at unit SO311, right bank hillslope continuous to stream edge. Left bank hillslope closing in. The entire reach characterized by dense young willow stands along edge. Steep slope on left hillslope with xeric vegetation - mostly rabbit brush. Right bank is flatter for ~20 m with some willows, but then becomes zeric rabbit brush as the hill slopes up."
7/16/2015,MC7-733,318,FTRF11,MSO318,0336676,4598585,11,NAD 83,Riffle with small plunge pool type area. Too small to break out. GAWS survey T-post - I think marking the end point within this channel unit.,"Survey reach begins in willow community just upstream of aspen-dominated reach. Fairly open except for willow. Stream entrenched. Hillsides begin sloping upward within 10 meters of both banks. Very thin riparian greenline. Hill on right bank topped with eroding rimrock formations and mountain mahogany - 1/2 dead. Beginning at unit SO311, right bank hillslope continuous to stream edge. Left bank hillslope closing in. The entire reach characterized by dense young willow stands along edge. Steep slope on left hillslope with xeric vegetation - mostly rabbit brush. Right bank is flatter for ~20 m with some willows, but then becomes zeric rabbit brush as the hill slopes up."
7/16/2015,MC7-733,319,SSPL8,MSO319,0336667,4598575,11,NAD 83,Plunge pool with steep banks and some willow cover on right bank.,"Survey reach begins in willow community just upstream of aspen-dominated reach. Fairly open except for willow. Stream entrenched. Hillsides begin sloping upward within 10 meters of both banks. Very thin riparian greenline. Hill on right bank topped with eroding rimrock formations and mountain mahogany - 1/2 dead. Beginning at unit SO311, right bank hillslope continuous to stream edge. Left bank hillslope closing in. The entire reach characterized by dense young willow stands along edge. Steep slope on left hillslope with xeric vegetation - mostly rabbit brush. Right bank is flatter for ~20 m with some willows, but then becomes zeric rabbit brush as the hill slopes up."
7/16/2015,MC7-733,320,FNSH12,MSO320,0336664,4598572,11,NAD 83,Small riffle formed by bedrock substrate. Flows into plunge pool below with a pool above.,"Survey reach begins in willow community just upstream of aspen-dominated reach. Fairly open except for willow. Stream entrenched. Hillsides begin sloping upward within 10 meters of both banks. Very thin riparian greenline. Hill on right bank topped with eroding rimrock formations and mountain mahogany - 1/2 dead. Beginning at unit SO311, right bank hillslope continuous to stream edge. Left bank hillslope closing in. The entire reach characterized by dense young willow stands along edge. Steep slope on left hillslope with xeric vegetation - mostly rabbit brush. Right bank is flatter for ~20 m with some willows, but then becomes zeric rabbit brush as the hill slopes up."
7/16/2015,MC7-733,NA,NA,MC733END,0336668,4598571,11,NAD 83,Ends at pool with bedrock substrate upstream.,"Survey reach begins in willow community just upstream of aspen-dominated reach. Fairly open except for willow. Stream entrenched. Hillsides begin sloping upward within 10 meters of both banks. Very thin riparian greenline. Hill on right bank topped with eroding rimrock formations and mountain mahogany - 1/2 dead. Beginning at unit SO311, right bank hillslope continuous to stream edge. Left bank hillslope closing in. The entire reach characterized by dense young willow stands along edge. Steep slope on left hillslope with xeric vegetation - mostly rabbit brush. Right bank is flatter for ~20 m with some willows, but then becomes zeric rabbit brush as the hill slopes up."
7/1/2015,MC4-15-1,181,FTRF1,MSO181,0333541,4599746,11,NAD 83,Start of gorge reach. Cluster of downed willow trunks and limbs at bottom of unit. The willows may be a different species than lower sections. Dense veg on both banks.,"Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/1/2015,MC4-15-1,182,SSLS1,MSO182,0333534,4599746,11,NAD 83,"Dense rose, willow, and aspen on both sides.","Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/1/2015,MC4-15-1,183,FTCC2,MSO183,0333527,4599757,11,NAD 83,Same as above for veg.,"Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/1/2015,MC4-15-1,184,SSPL2,MSO184,0333541,4599753,11,NAD 83,Left bank steeper and rockier and veg not as close to bank.,"Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/1/2015,MC4-15-1,185,FTCC3,MSO185,0333546,4599740,11,NAD 83,Fairly open rocky and soily on left bank.,"Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/2/2015,MC4-15-1,186,SSPL3,MSO186,0333542,4599741,11,NAD 83,A lot of big boulders in this pool - getting bedrocky.,"Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/2/2015,MC4-15-1,187,FTCC4,MSO187,0333549,4599734,11,NAD 83,Very bouldery again on both banks. Fairly steep angle for cascade.,"Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/2/2015,MC4-15-1,188,SSPL4,MSO188,0333546,4599732,11,NAD 83,Fairly deep pool - again bouldery on both banks.,"Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/2/2015,MC4-15-1,189,FTRP5,MSO189,0333555,4599740,11,NAD 83,1272-73 = pics of scour lines on canyon walls; at start of unit the beginning of a canyon section with high vertical rock walls on both banks.,"Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/2/2015,MC4-15-1,190,FTRF6,MSO190,0333557,4599732,11,NAD 83,1281-82 = pics of sediment deposit and scour line in riffle. Continuation of canyon walls.,"Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/2/2015,MC4-15-1,191,SDOT5,MSO191,0333560,4599716,11,NAD 83,Small pool comples (2 pools) formed by boulders damming flow; still in canyon section.,"Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/2/2015,MC4-15-1,192,SSMC6,MSO192,0333570,4599727,11,NAD 83,Still in canyon section; fish spotted (~3 in.).,"Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/2/2015,MC4-15-1,193,FTRF7,MSO193,0333560,4599710,11,NAD 83,"Moving out of canyon section, vertical wall only on left bank; right bank veg fairly dense with GF, WS, HQ.","Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/16/2015,MC4-15-1,194,SSMC7,MSO194,0333568,4599705,11,NAD 83,Now out of canyon; rest of description same as previous.,"Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/16/2015,MC4-15-1,195,FTRF8,MSO195,0333573,4599709,11,NAD 83,Riffle with down tree steep banks right with aspen and xeric vegetation. Left side is canyon wall rocky and lots of rose.,"Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/16/2015,MC4-15-1,196,FNRN9,MSO196,0333585,4599718,11,NAD 83,Run with log near left bank. Rose overhanging.,"Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/16/2015,MC4-15-1,197,FTRF10,MSO197,0333588,4599723,11,NAD 83,Shallow riffle with undercut right bank.,"Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/16/2015,MC4-15-1,198,FNRN11,MSO198,0333592,4599723,11,NAD 83,Slow moving run with a small pool like habitat in front of down log. Canyon wall on left bank. Only 20 ft accuracy.,"Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/16/2015,MC4-15-1,199,FTRF12,MSO199,0333598,4599705,11,NAD 83,Small riffle left side not up to canyon wall - Starts to open up. 15 ft accuracy,"Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/16/2015,MC4-15-1,200,SSMC8,MSO200,0333599,4599716,11,NAD 83,Small pool under willow roots. Left side of canyon opens up; more aspen and some willow. 12 ft accuracy,"Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/16/2015,MC4-15-1,NA,NA,MC15-1END,0333601,4599709,11,NAD 83,30 ft accuracy,"Very top of MC gorge. Lots of adult stoneflies! Overall: dense rose, willow, and aspen on both banks; boulder and bedrock substrate; rapid and cascade gradients."
7/16/2015,MC8-15-3,391,FTCC1,MSO391,0336811,4597098,11,NAD 83,"This unit marks a gradient increase. Below this cascade is mostly riffle to confluence. A lot of veg is laying in and over creek. Cobble midchannel is often vegetated with moss and small grasses and forbs. Measured gradient at exactly 10%. Pooled habitat in cascade - 4 small pools/resting areas. 4 jumps in excess of 6"". About 0.5 m of LB undercut is overhanging cobble and boulder.","Chose the west fork at MC's tributary  confluence because it has about twice as much flow as east fork. Hiked upstream through mostly riffles and decided to start as a steep gradient increase to begin units. This survey reach begins in a stand of mature aspen with diameters from sapling to 18"" dbh. Understory well vegetated in grasses and forbs. Areas of NV are stabilized by prior years' leaf fall fall and senesced vegetation. The riparian corridor is flat to gently sloping for about 15 m LB and 35 m LB then slopes up. The creek is only mildly entrenched up to 2'.  Mostly rapids with small, infrequent pools and occasional riffle or cascade. Slope in RB comes within 10-15 m of creek for units 397-401. Aspen continues uphill on RB. Mountain sage occurs infrequently on RB in aspen corridor. Even in areas where size class is ""SS"" there are always big, mature aspen, but saplings (<5"" dbh) dominate the # of stems. No veg increases some as we move upstream due to some increase in slope, more trees down, and more woody shrubs. Water clear. Channel stabilized by cobble and boulder on banks. All banks well-vegetated and lots of moss, but rarely see sedge or rush."
7/16/2015,MC8-15-3,392,FTRP2,MSO392,0336817,4597103,11,NAD 83,Low gradient rapid. Not influenced by boulder. About a dozen small logs over creek above BF.,"Chose the west fork at MC's tributary  confluence because it has about twice as much flow as east fork. Hiked upstream through mostly riffles and decided to start as a steep gradient increase to begin units. This survey reach begins in a stand of mature aspen with diameters from sapling to 18"" dbh. Understory well vegetated in grasses and forbs. Areas of NV are stabilized by prior years' leaf fall fall and senesced vegetation. The riparian corridor is flat to gently sloping for about 15 m LB and 35 m LB then slopes up. The creek is only mildly entrenched up to 2'.  Mostly rapids with small, infrequent pools and occasional riffle or cascade. Slope in RB comes within 10-15 m of creek for units 397-401. Aspen continues uphill on RB. Mountain sage occurs infrequently on RB in aspen corridor. Even in areas where size class is ""SS"" there are always big, mature aspen, but saplings (<5"" dbh) dominate the # of stems. No veg increases some as we move upstream due to some increase in slope, more trees down, and more woody shrubs. Water clear. Channel stabilized by cobble and boulder on banks. All banks well-vegetated and lots of moss, but rarely see sedge or rush."
7/16/2015,MC8-15-3,393,FTRF3,MSO393,0336815,4597083,11,NAD 83,"About 3 m of run habitat in riffle and some slow water in the run where substrate is mostly sand, but no good pool crest. About 10 small logs over BF. About 2 m of LB undercut will only provide habitat at BF. Lots of downed trees RB and LB within 10 m.","Chose the west fork at MC's tributary  confluence because it has about twice as much flow as east fork. Hiked upstream through mostly riffles and decided to start as a steep gradient increase to begin units. This survey reach begins in a stand of mature aspen with diameters from sapling to 18"" dbh. Understory well vegetated in grasses and forbs. Areas of NV are stabilized by prior years' leaf fall fall and senesced vegetation. The riparian corridor is flat to gently sloping for about 15 m LB and 35 m LB then slopes up. The creek is only mildly entrenched up to 2'.  Mostly rapids with small, infrequent pools and occasional riffle or cascade. Slope in RB comes within 10-15 m of creek for units 397-401. Aspen continues uphill on RB. Mountain sage occurs infrequently on RB in aspen corridor. Even in areas where size class is ""SS"" there are always big, mature aspen, but saplings (<5"" dbh) dominate the # of stems. No veg increases some as we move upstream due to some increase in slope, more trees down, and more woody shrubs. Water clear. Channel stabilized by cobble and boulder on banks. All banks well-vegetated and lots of moss, but rarely see sedge or rush."
7/16/2015,MC8-15-3,394,SSPL1,MSO394,0336813,4597060,11,NAD 83,About 3/4 m above pool crest looks more like a run. This is on the faster side of slow water for pools. Plunge isn't vertical; about as long as it is deep. Formed by a small plunge and by debris at pool crest.,"Chose the west fork at MC's tributary  confluence because it has about twice as much flow as east fork. Hiked upstream through mostly riffles and decided to start as a steep gradient increase to begin units. This survey reach begins in a stand of mature aspen with diameters from sapling to 18"" dbh. Understory well vegetated in grasses and forbs. Areas of NV are stabilized by prior years' leaf fall fall and senesced vegetation. The riparian corridor is flat to gently sloping for about 15 m LB and 35 m LB then slopes up. The creek is only mildly entrenched up to 2'.  Mostly rapids with small, infrequent pools and occasional riffle or cascade. Slope in RB comes within 10-15 m of creek for units 397-401. Aspen continues uphill on RB. Mountain sage occurs infrequently on RB in aspen corridor. Even in areas where size class is ""SS"" there are always big, mature aspen, but saplings (<5"" dbh) dominate the # of stems. No veg increases some as we move upstream due to some increase in slope, more trees down, and more woody shrubs. Water clear. Channel stabilized by cobble and boulder on banks. All banks well-vegetated and lots of moss, but rarely see sedge or rush."
7/16/2015,MC8-15-3,395,FTRP4,MSO395,0336815,4597061,11,NAD 83,"4 medium, 1 small LWD over creek above BF. Lots of downed trees on RB and LB within 10 m. Moss and small veg on cobble midchannel. About 0.5 m of dam pool habitat. About 0.5 m of RB undercut is boulder overhang. Break in dense aspen cover on LB from 2 large trees down recently. Large log above BF provide lots of shade at top of unit.","Chose the west fork at MC's tributary  confluence because it has about twice as much flow as east fork. Hiked upstream through mostly riffles and decided to start as a steep gradient increase to begin units. This survey reach begins in a stand of mature aspen with diameters from sapling to 18"" dbh. Understory well vegetated in grasses and forbs. Areas of NV are stabilized by prior years' leaf fall fall and senesced vegetation. The riparian corridor is flat to gently sloping for about 15 m LB and 35 m LB then slopes up. The creek is only mildly entrenched up to 2'.  Mostly rapids with small, infrequent pools and occasional riffle or cascade. Slope in RB comes within 10-15 m of creek for units 397-401. Aspen continues uphill on RB. Mountain sage occurs infrequently on RB in aspen corridor. Even in areas where size class is ""SS"" there are always big, mature aspen, but saplings (<5"" dbh) dominate the # of stems. No veg increases some as we move upstream due to some increase in slope, more trees down, and more woody shrubs. Water clear. Channel stabilized by cobble and boulder on banks. All banks well-vegetated and lots of moss, but rarely see sedge or rush."
7/16/2015,MC8-15-3,396,SSMC2,MSO396,0336808,4597037,11,NAD 83,"Pool crest of gravel, cobble, and bank from aspen. Lots of downed trees on right bank and left bank within 10 m. Log over pool provides most shade. LWD - 1 large and 1 small over creek above BF.","Chose the west fork at MC's tributary  confluence because it has about twice as much flow as east fork. Hiked upstream through mostly riffles and decided to start as a steep gradient increase to begin units. This survey reach begins in a stand of mature aspen with diameters from sapling to 18"" dbh. Understory well vegetated in grasses and forbs. Areas of NV are stabilized by prior years' leaf fall fall and senesced vegetation. The riparian corridor is flat to gently sloping for about 15 m LB and 35 m LB then slopes up. The creek is only mildly entrenched up to 2'.  Mostly rapids with small, infrequent pools and occasional riffle or cascade. Slope in RB comes within 10-15 m of creek for units 397-401. Aspen continues uphill on RB. Mountain sage occurs infrequently on RB in aspen corridor. Even in areas where size class is ""SS"" there are always big, mature aspen, but saplings (<5"" dbh) dominate the # of stems. No veg increases some as we move upstream due to some increase in slope, more trees down, and more woody shrubs. Water clear. Channel stabilized by cobble and boulder on banks. All banks well-vegetated and lots of moss, but rarely see sedge or rush."
7/16/2015,MC8-15-3,397,FTRP5,MSO397,0336806,4597036,11,NAD 83,"Slope closing in on RB - no more flat. Gentle slope for ~10 m then steeper (~20%). Slope on LB now about 20  m away. Vegetation growing from midchannel substate in many places - several unstable islands - and also on midchannel cobble. Many larger aspen, but those with <9"" dbh dominate # of stems.","Chose the west fork at MC's tributary  confluence because it has about twice as much flow as east fork. Hiked upstream through mostly riffles and decided to start as a steep gradient increase to begin units. This survey reach begins in a stand of mature aspen with diameters from sapling to 18"" dbh. Understory well vegetated in grasses and forbs. Areas of NV are stabilized by prior years' leaf fall fall and senesced vegetation. The riparian corridor is flat to gently sloping for about 15 m LB and 35 m LB then slopes up. The creek is only mildly entrenched up to 2'.  Mostly rapids with small, infrequent pools and occasional riffle or cascade. Slope in RB comes within 10-15 m of creek for units 397-401. Aspen continues uphill on RB. Mountain sage occurs infrequently on RB in aspen corridor. Even in areas where size class is ""SS"" there are always big, mature aspen, but saplings (<5"" dbh) dominate the # of stems. No veg increases some as we move upstream due to some increase in slope, more trees down, and more woody shrubs. Water clear. Channel stabilized by cobble and boulder on banks. All banks well-vegetated and lots of moss, but rarely see sedge or rush."
7/16/2015,MC8-15-3,398,SSLS3,MSO398,0336801,4597003,11,NAD 83,Formed by a small plunge and has classic shallow gravel pool crest. Small log over creek above BF.,"Chose the west fork at MC's tributary  confluence because it has about twice as much flow as east fork. Hiked upstream through mostly riffles and decided to start as a steep gradient increase to begin units. This survey reach begins in a stand of mature aspen with diameters from sapling to 18"" dbh. Understory well vegetated in grasses and forbs. Areas of NV are stabilized by prior years' leaf fall fall and senesced vegetation. The riparian corridor is flat to gently sloping for about 15 m LB and 35 m LB then slopes up. The creek is only mildly entrenched up to 2'.  Mostly rapids with small, infrequent pools and occasional riffle or cascade. Slope in RB comes within 10-15 m of creek for units 397-401. Aspen continues uphill on RB. Mountain sage occurs infrequently on RB in aspen corridor. Even in areas where size class is ""SS"" there are always big, mature aspen, but saplings (<5"" dbh) dominate the # of stems. No veg increases some as we move upstream due to some increase in slope, more trees down, and more woody shrubs. Water clear. Channel stabilized by cobble and boulder on banks. All banks well-vegetated and lots of moss, but rarely see sedge or rush."
7/16/2015,MC8-15-3,399,FTRP6,MSO399,0336799,4596997,11,NAD 83,Vegetated boulders split channel most of unit length. Logs over creek above BF.,"Chose the west fork at MC's tributary  confluence because it has about twice as much flow as east fork. Hiked upstream through mostly riffles and decided to start as a steep gradient increase to begin units. This survey reach begins in a stand of mature aspen with diameters from sapling to 18"" dbh. Understory well vegetated in grasses and forbs. Areas of NV are stabilized by prior years' leaf fall fall and senesced vegetation. The riparian corridor is flat to gently sloping for about 15 m LB and 35 m LB then slopes up. The creek is only mildly entrenched up to 2'.  Mostly rapids with small, infrequent pools and occasional riffle or cascade. Slope in RB comes within 10-15 m of creek for units 397-401. Aspen continues uphill on RB. Mountain sage occurs infrequently on RB in aspen corridor. Even in areas where size class is ""SS"" there are always big, mature aspen, but saplings (<5"" dbh) dominate the # of stems. No veg increases some as we move upstream due to some increase in slope, more trees down, and more woody shrubs. Water clear. Channel stabilized by cobble and boulder on banks. All banks well-vegetated and lots of moss, but rarely see sedge or rush."
7/16/2015,MC8-15-3,400,SSMC4,MSO400,0336807,4597001,11,NAD 83,"Significant LB undercut ~1/3 m. Not quite a plunge, but scoured by gradient change over cobble. Laterally scoured, but not on SB, just by position of flow into pool. Lost thermometer between here and 401.","Chose the west fork at MC's tributary  confluence because it has about twice as much flow as east fork. Hiked upstream through mostly riffles and decided to start as a steep gradient increase to begin units. This survey reach begins in a stand of mature aspen with diameters from sapling to 18"" dbh. Understory well vegetated in grasses and forbs. Areas of NV are stabilized by prior years' leaf fall fall and senesced vegetation. The riparian corridor is flat to gently sloping for about 15 m LB and 35 m LB then slopes up. The creek is only mildly entrenched up to 2'.  Mostly rapids with small, infrequent pools and occasional riffle or cascade. Slope in RB comes within 10-15 m of creek for units 397-401. Aspen continues uphill on RB. Mountain sage occurs infrequently on RB in aspen corridor. Even in areas where size class is ""SS"" there are always big, mature aspen, but saplings (<5"" dbh) dominate the # of stems. No veg increases some as we move upstream due to some increase in slope, more trees down, and more woody shrubs. Water clear. Channel stabilized by cobble and boulder on banks. All banks well-vegetated and lots of moss, but rarely see sedge or rush."
